Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-blocked,23,-39,1222
fan-blocked,250,-351,1949
fan-blocked,-23,-236,1449
fan-blocked,-9,-83,1078
fan-blocked,7,9,980
fan-blocked,17,21,962
fan-blocked,3,117,900
fan-blocked,-3,111,953
fan-blocked,-1,-23,1167
fan-blocked,15,-9,1015
fan-blocked,17,17,1029
fan-blocked,27,3,1103
fan-blocked,44,0,1123
fan-blocked,41,9,1109
fan-blocked,15,5,1066
fan-blocked,0,3,1056
fan-blocked,48,25,1082
fan-blocked,-17,95,949
fan-blocked,0,23,1017
fan-blocked,0,-3,1076
fan-blocked,1,9,1080
fan-blocked,7,-11,1076
fan-blocked,74,21,1066
fan-blocked,9,3,1082
fan-blocked,9,1,1074
fan-blocked,0,23,1054
fan-blocked,-5,48,966
fan-blocked,33,29,1033
fan-blocked,25,-7,1060
fan-blocked,27,1,1089
fan-blocked,1,5,1052
fan-blocked,19,5,1119
fan-blocked,50,21,1056
fan-blocked,37,54,992
fan-blocked,-7,19,1080
fan-blocked,-3,3,1058
fan-blocked,27,19,1064
fan-blocked,46,21,1072
fan-blocked,11,19,1056
fan-blocked,11,19,1054
fan-blocked,1,11,1039
fan-blocked,0,21,1042
fan-blocked,37,37,1037
fan-blocked,29,37,1046
fan-blocked,3,5,1035
fan-blocked,7,0,1074
fan-blocked,1,0,1082
fan-blocked,0,15,1082
fan-blocked,48,42,1025
fan-blocked,5,7,1003
fan-blocked,1,21,1072
fan-blocked,0,0,1048
fan-blocked,35,21,1105
fan-blocked,15,23,1031
fan-blocked,21,19,1019
fan-blocked,13,21,1082
fan-blocked,11,11,1066
fan-blocked,0,1,1083
fan-blocked,44,29,1072
fan-blocked,11,23,1035
fan-blocked,11,21,1048
fan-blocked,0,0,1085
fan-blocked,1,1,1048
fan-blocked,46,46,1023
fan-blocked,1,23,1027
fan-blocked,11,3,1033
fan-blocked,17,7,1091
fan-blocked,3,13,1091
fan-blocked,5,5,1060
fan-blocked,37,44,1029
fan-blocked,-1,1,996
fan-blocked,15,11,1082
fan-blocked,5,9,1048
fan-blocked,0,9,1132
fan-blocked,19,27,1058
fan-blocked,17,23,1009
fan-blocked,13,21,1070
fan-blocked,-1,1,1056
fan-blocked,3,-5,1064
fan-blocked,19,23,1044
fan-blocked,17,23,1023
fan-blocked,11,13,1041
fan-blocked,1,1,1060
fan-blocked,-1,-3,1050
fan-blocked,48,35,1052
fan-blocked,9,25,1019
fan-blocked,0,0,1039
fan-blocked,13,3,1076
fan-blocked,0,-11,1074
fan-blocked,23,31,1070
fan-blocked,35,33,1031
fan-blocked,15,27,1023
fan-blocked,1,-5,1101
fan-blocked,0,-5,1048
fan-blocked,48,29,1074
fan-blocked,15,23,1009
fan-blocked,5,15,1007
fan-blocked,3,3,1072
fan-blocked,0,5,1048
fan-blocked,13,7,1072
fan-blocked,25,31,1054
fan-blocked,31,13,1023
fan-blocked,1,11,1011
fan-blocked,0,5,1052
fan-blocked,1,7,1083
fan-blocked,60,39,1054
fan-blocked,5,13,1003
fan-blocked,1,1,1060
fan-blocked,11,13,1064
fan-blocked,-1,9,1042
fan-blocked,46,35,1052
fan-blocked,0,19,1039
fan-blocked,15,9,1029
fan-blocked,11,-3,1089
fan-blocked,19,17,1058
fan-blocked,17,19,1025
fan-blocked,7,25,1023
fan-blocked,9,19,1001
fan-blocked,3,9,1121
fan-blocked,0,0,1072
fan-blocked,11,7,1103
fan-blocked,39,44,1011
fan-blocked,17,23,1021
fan-blocked,7,15,1062
fan-blocked,0,5,1060
fan-blocked,0,-7,1062
fan-blocked,41,21,1054
fan-blocked,3,23,1025
fan-blocked,3,13,1052
fan-blocked,1,15,1054
fan-blocked,-1,-9,1009
fan-blocked,35,31,1062
fan-blocked,17,23,1056
fan-blocked,13,0,1070
fan-blocked,-13,1,1029
fan-blocked,29,19,1027
fan-blocked,19,33,1035
fan-blocked,0,21,1064
fan-blocked,9,-1,1037
fan-blocked,27,17,1056
fan-blocked,1,5,1056
fan-blocked,7,11,1080
fan-blocked,31,42,1029
fan-blocked,23,11,1019
fan-blocked,15,1,1097
fan-blocked,0,-7,1060
fan-blocked,3,3,1076
fan-blocked,23,31,1005
fan-blocked,29,27,1027
fan-blocked,1,7,1031
fan-blocked,1,5,1080
fan-blocked,3,3,1042
fan-blocked,27,25,1068
fan-blocked,0,23,1041
fan-blocked,31,21,1025
fan-blocked,-9,-27,1054
fan-blocked,5,13,1058
fan-blocked,15,21,1005
fan-blocked,21,39,1017
fan-blocked,23,1,1046
fan-blocked,15,11,1062
fan-blocked,0,0,1066
fan-blocked,1,3,1101
fan-blocked,23,33,1025
fan-blocked,23,27,978
fan-blocked,1,15,1109
fan-blocked,0,1,1076
fan-blocked,29,23,1093
fan-blocked,5,21,1037
fan-blocked,11,23,998
fan-blocked,23,21,1058
fan-blocked,9,17,1080
fan-blocked,-19,-17,1060
fan-blocked,68,42,1029
fan-blocked,19,23,998
fan-blocked,1,3,1044
fan-blocked,0,9,1029
fan-blocked,13,23,1082
fan-blocked,17,25,1017
fan-blocked,17,23,1009
fan-blocked,17,13,1060
fan-blocked,-7,-17,1050
fan-blocked,19,23,1072
fan-blocked,0,17,1058
fan-blocked,13,39,1009
fan-blocked,56,27,1042
fan-blocked,21,15,1062
fan-blocked,-3,-7,1052
fan-blocked,48,29,1076
fan-blocked,9,25,1062
fan-blocked,9,33,1033
fan-blocked,11,23,1080
fan-blocked,0,1,1066
fan-blocked,33,21,1068
fan-blocked,5,5,1025
fan-blocked,1,21,1035
fan-blocked,1,19,1066
fan-blocked,11,11,1041
fan-blocked,27,25,1082
fan-blocked,21,37,1074
fan-blocked,1,3,1066
fan-blocked,39,25,1025
fan-blocked,-5,-11,1064
fan-blocked,7,5,1042
fan-blocked,19,31,1056
fan-blocked,3,21,1046
fan-blocked,5,1,1025
fan-blocked,21,13,1091
fan-blocked,0,-7,1095
fan-blocked,5,7,1101
fan-blocked,11,42,1000
fan-blocked,21,27,1001
fan-blocked,23,17,1058
fan-blocked,0,-9,1076
fan-blocked,25,13,1091
fan-blocked,15,15,1041
fan-blocked,9,27,1001
fan-blocked,5,13,1048
fan-blocked,-9,-17,1048
fan-blocked,-15,-19,1058
fan-blocked,58,31,1064
fan-blocked,1,21,1048
fan-blocked,9,19,1011
fan-blocked,5,13,1046
fan-blocked,1,5,1015
fan-blocked,15,31,1103
fan-blocked,7,25,1056
fan-blocked,27,15,1031
fan-blocked,1,-3,1037
fan-blocked,0,-3,1062
fan-blocked,17,3,1095
fan-blocked,11,17,1027
fan-blocked,23,37,1023
fan-blocked,17,21,1072
fan-blocked,0,11,1044
fan-blocked,11,9,1082
fan-blocked,17,15,1031
fan-blocked,13,23,1007
fan-blocked,1,3,1105
fan-blocked,0,13,1082
fan-blocked,33,23,1062
fan-blocked,19,27,1048
fan-blocked,0,19,1054
fan-blocked,58,13,1015
fan-blocked,9,5,1052
fan-blocked,-7,0,1068
fan-blocked,19,25,1044
fan-blocked,21,44,1021
fan-blocked,5,7,1078
fan-blocked,-1,-25,1041
fan-blocked,21,13,1091
fan-blocked,1,13,1072
fan-blocked,21,25,1033
fan-blocked,19,37,1001
fan-blocked,5,13,1070
fan-blocked,-3,0,1082
fan-blocked,25,15,1085
fan-blocked,21,23,1080
fan-blocked,37,31,1005
fan-blocked,1,15,1062
fan-blocked,-13,-11,1066
fan-blocked,35,27,1080
fan-blocked,11,15,1027
fan-blocked,29,25,1089
fan-blocked,11,13,986
fan-blocked,0,7,1083
fan-blocked,-5,-11,1099
fan-blocked,35,39,1060
fan-blocked,3,25,1023
fan-blocked,15,17,1031
fan-blocked,0,0,1062
fan-blocked,7,7,1050
fan-blocked,11,23,1060
fan-blocked,0,21,1025
fan-blocked,7,13,1056
fan-blocked,-1,-15,1062
fan-blocked,1,0,1048
fan-blocked,5,11,1033
fan-blocked,39,41,1056
fan-blocked,17,17,1009
fan-blocked,3,-9,1050
fan-blocked,0,-5,1064
fan-blocked,19,7,1078
fan-blocked,3,21,1042
fan-blocked,42,31,1011
fan-blocked,5,17,1089
fan-blocked,-1,-21,1072
fan-blocked,-3,-5,1039
fan-blocked,33,31,1046
fan-blocked,7,25,1009
fan-blocked,25,9,1031
fan-blocked,-1,-9,1052
fan-blocked,-1,-5,1066
fan-blocked,23,23,1068
fan-blocked,1,23,1019
fan-blocked,15,17,1031
fan-blocked,0,-17,1048
fan-blocked,11,11,1062
fan-blocked,31,21,1058
fan-blocked,21,25,1046
fan-blocked,15,23,972
fan-blocked,5,5,1068
fan-blocked,0,-7,1101
fan-blocked,29,15,1074
fan-blocked,1,11,1041
fan-blocked,15,25,1013
fan-blocked,7,23,1037
fan-blocked,0,-5,1087
fan-blocked,9,15,1115
fan-blocked,11,11,1017
fan-blocked,9,23,1033
fan-blocked,17,21,1025
fan-blocked,7,5,1093
fan-blocked,9,1,1054
fan-blocked,11,13,1039
fan-blocked,13,21,1035
fan-blocked,23,13,1042
fan-blocked,0,-3,1087
fan-blocked,5,11,1074
fan-blocked,21,33,1027
fan-blocked,1,27,1021
fan-blocked,31,19,1035
fan-blocked,29,0,1054
fan-blocked,-5,-9,1050
fan-blocked,7,13,1083
fan-blocked,19,23,1013
fan-blocked,42,56,1035
fan-blocked,-1,-13,1046
fan-blocked,1,0,1083
fan-blocked,25,17,1054
fan-blocked,1,9,1042
fan-blocked,19,31,1042
fan-blocked,15,25,1017
fan-blocked,1,-1,1068
fan-blocked,5,5,1062
fan-blocked,15,21,1091
fan-blocked,13,17,1052
fan-blocked,19,27,1046
fan-blocked,7,7,1064
fan-blocked,5,5,1068
fan-blocked,48,37,1056
fan-blocked,7,9,1009
fan-blocked,1,9,1066
fan-blocked,-1,3,1064
fan-blocked,21,19,1062
fan-blocked,21,31,1042
fan-blocked,3,21,1015
fan-blocked,21,13,1041
fan-blocked,21,23,1058
fan-blocked,-3,-11,1068
fan-blocked,29,27,1089
fan-blocked,0,23,996
fan-blocked,23,29,1062
fan-blocked,11,3,1031
fan-blocked,-7,-25,1068
fan-blocked,-3,15,1078
fan-blocked,15,19,980
fan-blocked,7,27,1025
fan-blocked,5,3,1046
fan-blocked,0,-17,1087
fan-blocked,11,7,1050
fan-blocked,17,19,1023
fan-blocked,0,21,1052
fan-blocked,17,39,1009
fan-blocked,-3,-29,1023
fan-blocked,13,13,1074
fan-blocked,3,0,1076
fan-blocked,48,27,1060
fan-blocked,11,17,1011
fan-blocked,1,17,1058
fan-blocked,-5,5,1037
fan-blocked,19,29,1068
fan-blocked,11,13,990
fan-blocked,52,25,1068
fan-blocked,0,-9,1076
fan-blocked,0,-9,1050
fan-blocked,19,25,1027
fan-blocked,15,35,1011
fan-blocked,50,33,1064
fan-blocked,7,5,1119
fan-blocked,0,-7,1070
fan-blocked,19,7,1052
fan-blocked,31,27,1068
fan-blocked,0,25,1007
fan-blocked,13,23,1050
fan-blocked,-3,-29,1042
fan-blocked,25,21,1060
fan-blocked,3,11,1041
fan-blocked,23,23,1058
fan-blocked,11,21,1044
fan-blocked,-15,-1,1072
fan-blocked,7,19,1087
fan-blocked,44,31,1039
fan-blocked,3,7,1023
fan-blocked,19,19,1064
fan-blocked,0,7,1058
fan-blocked,-1,-13,1052
fan-blocked,27,31,1082
fan-blocked,9,9,998
fan-blocked,1,5,1052
fan-blocked,9,13,1085
fan-blocked,11,11,1041
fan-blocked,-1,-1,1076
fan-blocked,7,21,1031
fan-blocked,3,23,1023
fan-blocked,25,19,996
fan-blocked,5,-7,1021
fan-blocked,11,17,1132
fan-blocked,3,7,1068
fan-blocked,11,41,1033
fan-blocked,15,17,980
fan-blocked,13,-9,1074
fan-blocked,-1,5,1099
fan-blocked,0,-17,1066
fan-blocked,60,42,1050
fan-blocked,27,42,1025
fan-blocked,0,5,1068
fan-blocked,15,17,1054
fan-blocked,17,17,1066
fan-blocked,19,21,1037
fan-blocked,27,19,1039
fan-blocked,1,13,1050
fan-blocked,-5,0,1056
fan-blocked,-3,-5,1033
fan-blocked,37,35,1042
fan-blocked,23,23,1037
fan-blocked,0,-3,1064
fan-blocked,0,-13,1052
fan-blocked,9,15,1064
fan-blocked,3,17,1068
fan-blocked,13,21,1005
fan-blocked,11,3,1070
fan-blocked,15,-7,1066
fan-blocked,0,9,1091
fan-blocked,9,15,1044
fan-blocked,54,52,1007
fan-blocked,1,3,1017
fan-blocked,0,9,1072
fan-blocked,-1,-11,1087
fan-blocked,27,23,1097
fan-blocked,19,27,1035
fan-blocked,1,17,1037
fan-blocked,5,9,1103
fan-blocked,9,17,1037
fan-blocked,17,17,1068
fan-blocked,9,11,1011
fan-blocked,19,35,1056
fan-blocked,9,15,1060
fan-blocked,7,-1,1082
fan-blocked,3,-7,1066
fan-blocked,13,15,1042
fan-blocked,17,19,1015
fan-blocked,15,31,1025
fan-blocked,1,-19,1056
fan-blocked,0,13,1082
fan-blocked,-3,-3,1042
fan-blocked,62,33,1023
fan-blocked,15,23,1001
fan-blocked,-15,-31,1085
fan-blocked,5,5,1097
fan-blocked,15,23,1080
fan-blocked,35,37,1023
fan-blocked,13,23,1001
fan-blocked,9,13,1052
fan-blocked,-1,-23,1082
fan-blocked,13,15,1050
fan-blocked,33,19,994
fan-blocked,39,37,1037
fan-blocked,-1,-5,1044
fan-blocked,5,7,1091
fan-blocked,9,5,1050
fan-blocked,27,25,1041
fan-blocked,7,29,1048
fan-blocked,19,21,1007
fan-blocked,1,-1,1029
fan-blocked,11,21,1060
fan-blocked,1,-1,1091
fan-blocked,27,35,1050
fan-blocked,11,17,1031
fan-blocked,11,-7,1029
fan-blocked,21,23,1115
fan-blocked,19,15,986
fan-blocked,23,27,1009
fan-blocked,7,17,1046
fan-blocked,-3,-1,1029
fan-blocked,5,3,1064
fan-blocked,19,11,1087
fan-blocked,19,23,1017
fan-blocked,17,39,1068
fan-blocked,9,9,1054
fan-blocked,11,-1,1054
fan-blocked,-7,-3,1060
fan-blocked,50,44,1031
fan-blocked,33,27,998
fan-blocked,0,5,1056
fan-blocked,0,-5,1056
fan-blocked,5,15,1085
fan-blocked,1,17,1035
fan-blocked,35,41,1035
fan-blocked,27,15,1031
fan-blocked,-5,-19,1060
fan-blocked,1,-1,1039
fan-blocked,44,35,1064
fan-blocked,5,25,1064
fan-blocked,1,13,1007
fan-blocked,13,1,1041
fan-blocked,0,3,1052
fan-blocked,15,21,1097
fan-blocked,27,19,992
fan-blocked,33,31,1007
fan-blocked,1,13,1033
fan-blocked,11,3,1101
fan-blocked,7,15,1072
fan-blocked,9,23,1041
fan-blocked,35,25,1015
fan-blocked,3,11,1035
fan-blocked,3,1,1085
fan-blocked,3,-7,1074
fan-blocked,37,35,1029
fan-blocked,15,29,1042
fan-blocked,17,9,1019
fan-blocked,9,9,1080
fan-blocked,-9,-19,1074
fan-blocked,46,37,1046
fan-blocked,0,23,990
fan-blocked,3,7,1070
fan-blocked,21,3,1095
fan-blocked,9,13,1093
fan-blocked,-11,0,1017
fan-blocked,37,54,1027
fan-blocked,7,21,1029
fan-blocked,7,1,1021
fan-blocked,5,-1,1072
fan-blocked,0,-1,1066
fan-blocked,42,23,1058
fan-blocked,11,48,1054
fan-blocked,3,15,1017
fan-blocked,15,5,1054
fan-blocked,-1,-1,1078
fan-blocked,48,29,1062
fan-blocked,11,27,1046
fan-blocked,1,19,1074
fan-blocked,0,-11,1048
fan-blocked,0,-3,1044
fan-blocked,25,23,1058
fan-blocked,35,31,1068
fan-blocked,19,25,984
fan-blocked,19,11,1076
fan-blocked,0,-9,1083
fan-blocked,3,11,1087
fan-blocked,42,48,1037
fan-blocked,0,3,996
fan-blocked,13,13,1087
fan-blocked,0,-15,1044
fan-blocked,17,7,1078
fan-blocked,31,25,996
fan-blocked,31,33,1007
fan-blocked,1,11,1044
fan-blocked,13,-7,1083
fan-blocked,-1,-5,1062
fan-blocked,29,33,1060
fan-blocked,7,25,1017
fan-blocked,5,1,1070
fan-blocked,0,-21,1066
fan-blocked,25,13,1105
fan-blocked,0,-1,1076
fan-blocked,13,31,1066
fan-blocked,9,23,1000
fan-blocked,17,-5,1060
fan-blocked,7,7,1066
fan-blocked,1,19,1056
fan-blocked,42,33,1001
fan-blocked,11,23,1007
fan-blocked,3,11,1093
fan-blocked,0,1,1074
fan-blocked,13,19,1107
fan-blocked,39,39,998
fan-blocked,7,31,1039
fan-blocked,1,7,1029
fan-blocked,7,0,1089
fan-blocked,-13,-3,1056
fan-blocked,39,25,1037
fan-blocked,29,27,1029
fan-blocked,0,5,1087
fan-blocked,-1,-1,1023
fan-blocked,27,25,1080
fan-blocked,23,41,1039
fan-blocked,3,25,1035
fan-blocked,11,13,1050
fan-blocked,17,-3,1078
fan-blocked,15,19,1072
fan-blocked,-9,0,1078
fan-blocked,39,54,982
fan-blocked,21,21,1031
fan-blocked,19,1,1082
fan-blocked,-1,-29,1097
fan-blocked,5,13,1095
fan-blocked,41,33,1023
fan-blocked,15,29,988
fan-blocked,3,15,1033
fan-blocked,5,-5,1105
fan-blocked,-1,0,1042
fan-blocked,31,21,1017
fan-blocked,3,17,1064
fan-blocked,3,21,1041
fan-blocked,0,9,1062
fan-blocked,0,3,1027
fan-blocked,29,33,1052
fan-blocked,29,19,1009
fan-blocked,0,-3,1054
fan-blocked,11,1,1087
fan-blocked,13,11,1025
fan-blocked,3,21,1048
fan-blocked,5,39,1060
fan-blocked,9,1,1039
fan-blocked,9,-7,1089
fan-blocked,1,0,1072
fan-blocked,13,15,1072
fan-blocked,19,42,1050
fan-blocked,13,15,1001
fan-blocked,37,21,1097
fan-blocked,-3,-7,1060
fan-blocked,11,17,1087
fan-blocked,37,37,1017
fan-blocked,15,25,1009
fan-blocked,9,21,1083
fan-blocked,19,17,1093
fan-blocked,-1,-1,1031
fan-blocked,27,23,1041
fan-blocked,29,23,1033
fan-blocked,3,-5,1029
fan-blocked,-13,1,1107
fan-blocked,5,1,1048
fan-blocked,31,46,1023
fan-blocked,0,17,1009
fan-blocked,11,19,1041
fan-blocked,15,0,1072
fan-blocked,0,-5,1058
fan-blocked,0,9,1041
fan-blocked,44,64,1033
fan-blocked,25,13,1023
fan-blocked,15,15,1111
fan-blocked,-5,-13,1066
fan-blocked,13,17,1074
fan-blocked,25,29,1019
fan-blocked,17,29,1005
fan-blocked,7,17,1117
fan-blocked,17,9,1060
fan-blocked,3,1,1031
fan-blocked,23,25,1091
fan-blocked,3,25,1017
fan-blocked,9,19,1015
fan-blocked,13,13,1080
fan-blocked,3,-15,1048
fan-blocked,21,15,1044
fan-blocked,13,25,1044
fan-blocked,17,9,1025
fan-blocked,-3,9,1074
fan-blocked,1,19,1062
fan-blocked,9,19,1070
fan-blocked,44,31,1025
fan-blocked,11,3,1048
fan-blocked,3,0,1089
fan-blocked,-5,9,1035
fan-blocked,35,50,988
fan-blocked,21,25,1042
fan-blocked,21,1,1054
fan-blocked,13,-7,1089
fan-blocked,-1,-7,1062
fan-blocked,13,9,1052
fan-blocked,35,39,1068
fan-blocked,13,42,1007
fan-blocked,7,0,1031
fan-blocked,5,1,1058
fan-blocked,7,1,1046
fan-blocked,31,23,1083
fan-blocked,1,27,1037
fan-blocked,3,3,1037
fan-blocked,-7,7,1082
fan-blocked,0,-15,1041
fan-blocked,62,31,1064
fan-blocked,54,29,1048
fan-blocked,-13,3,1039
fan-blocked,15,23,1052
fan-blocked,0,13,1052
fan-blocked,3,15,1080
fan-blocked,42,21,1031
fan-blocked,35,15,1056
fan-blocked,11,17,1105
fan-blocked,-7,-1,1058
fan-blocked,19,33,1074
fan-blocked,29,46,968
fan-blocked,46,27,1035
fan-blocked,0,-19,1078
fan-blocked,-11,-1,1091
fan-blocked,1,11,1027
fan-blocked,39,50,1041
fan-blocked,0,31,1003
fan-blocked,11,1,1048
fan-blocked,11,1,1068
fan-blocked,3,-1,1083
fan-blocked,23,19,1039
fan-blocked,7,27,1042
fan-blocked,15,21,1031
fan-blocked,0,-5,1035
fan-blocked,3,0,1062
fan-blocked,21,13,1046
fan-blocked,21,19,1044
fan-blocked,21,15,1017
fan-blocked,19,23,1056
fan-blocked,-5,-5,1044
fan-blocked,52,21,1076
fan-blocked,9,17,1066
fan-blocked,13,29,1044
fan-blocked,5,13,1046
fan-blocked,-1,-1,1025
fan-blocked,-13,-21,1095
fan-blocked,39,42,1056
fan-blocked,27,23,1015
fan-blocked,1,5,1025
fan-blocked,7,0,1083
fan-blocked,-1,-1,1062
fan-blocked,19,44,1058
fan-blocked,19,27,1001
fan-blocked,0,11,1078
fan-blocked,-3,-17,1093
fan-blocked,23,3,1050
fan-blocked,13,17,1048
fan-blocked,21,44,1023
fan-blocked,13,5,1021
fan-blocked,17,13,1050
fan-blocked,-5,-1,1039
fan-blocked,1,7,1111
fan-blocked,29,42,1021
fan-blocked,29,46,1023
fan-blocked,3,17,1074
fan-blocked,-23,-19,1083
fan-blocked,23,9,1027
fan-blocked,23,35,1009
fan-blocked,11,33,1052
fan-blocked,0,5,1017
fan-blocked,27,17,1101
fan-blocked,3,-13,1060
fan-blocked,21,19,1072
fan-blocked,23,23,1015
fan-blocked,1,21,1007
fan-blocked,-5,3,1064
fan-blocked,-5,-5,1072
fan-blocked,33,31,1078
fan-blocked,3,21,1033
fan-blocked,15,21,1027
fan-blocked,19,13,1101
fan-blocked,-3,-3,1048
fan-blocked,13,27,1050
fan-blocked,27,46,984
fan-blocked,46,27,1017
fan-blocked,7,-1,1107
fan-blocked,-5,-19,1050
fan-blocked,41,19,1064
fan-blocked,9,23,1001
fan-blocked,27,37,1050
fan-blocked,5,0,1064
fan-blocked,-3,-11,1050
fan-blocked,-3,-7,1080
fan-blocked,50,25,1095
fan-blocked,31,42,1048
fan-blocked,-5,5,1044
fan-blocked,1,1,1070
fan-blocked,13,15,1068
fan-blocked,3,25,1050
fan-blocked,5,25,1025
fan-blocked,48,29,1054
fan-blocked,-25,-25,1056
fan-blocked,15,23,1083
fan-blocked,35,21,1080
fan-blocked,15,19,1011
fan-blocked,9,21,1027
fan-blocked,33,21,1052
fan-blocked,-3,-3,1083
fan-blocked,21,27,1101
fan-blocked,17,31,994
fan-blocked,23,19,1050
fan-blocked,3,9,1085
fan-blocked,0,0,1033
fan-blocked,23,27,1056
fan-blocked,42,60,1027
fan-blocked,19,11,1027
fan-blocked,5,-19,1115
fan-blocked,0,-11,1054
fan-blocked,1,1,1070
fan-blocked,21,13,1082
fan-blocked,7,31,998
fan-blocked,11,7,1019
fan-blocked,3,-17,1099
fan-blocked,11,5,1080
fan-blocked,5,13,1058
fan-blocked,7,11,1029
fan-blocked,7,27,980
fan-blocked,19,25,1074
fan-blocked,-1,-15,1064
fan-blocked,23,19,1105
fan-blocked,7,9,1066
fan-blocked,29,29,1037
fan-blocked,11,25,1062
fan-blocked,-5,-13,1054
fan-blocked,31,31,1054
fan-blocked,35,31,1027
fan-blocked,37,25,1056
fan-blocked,1,17,1037
fan-blocked,-1,5,1101
fan-blocked,-3,0,1048
fan-blocked,46,41,1048
fan-blocked,11,23,1019
fan-blocked,5,3,1050
fan-blocked,-5,-15,1082
fan-blocked,19,15,1066
fan-blocked,3,25,1054
fan-blocked,3,29,1001
fan-blocked,27,19,1007
fan-blocked,-1,-25,1082
fan-blocked,5,7,1087
fan-blocked,21,19,1072
fan-blocked,7,35,984
fan-blocked,42,42,1029
fan-blocked,23,21,1095
fan-blocked,-11,-31,1076
fan-blocked,13,3,1082
fan-blocked,31,37,1041
fan-blocked,13,29,970
fan-blocked,1,5,1058
fan-blocked,0,-13,1078
fan-blocked,19,9,1083
fan-blocked,19,23,1052
fan-blocked,11,23,1062
fan-blocked,15,19,1046
fan-blocked,-9,5,1050
fan-blocked,-3,7,1029
fan-blocked,37,33,1035
fan-blocked,19,19,1056
fan-blocked,1,1,1052
fan-blocked,-1,-19,1068
fan-blocked,27,23,1046
fan-blocked,7,21,1017
fan-blocked,9,17,1066
fan-blocked,19,9,1050
fan-blocked,44,23,1078
fan-blocked,-11,-15,1058
fan-blocked,31,39,1076
fan-blocked,39,60,996
fan-blocked,37,29,1035
fan-blocked,3,1,1101
fan-blocked,0,-17,1087
fan-blocked,25,11,1091
fan-blocked,1,17,1054
fan-blocked,19,44,1042
fan-blocked,19,13,1005
fan-blocked,17,3,1033
fan-blocked,-5,-3,1082
fan-blocked,21,9,1105
fan-blocked,19,25,1039
fan-blocked,13,23,1019
fan-blocked,-37,-21,1046
fan-blocked,21,19,1070
fan-blocked,35,23,1025
fan-blocked,0,17,1068
fan-blocked,25,19,1025
fan-blocked,-1,-9,1056
fan-blocked,5,17,1046
fan-blocked,1,9,1080
fan-blocked,15,19,1003
fan-blocked,42,35,1050
fan-blocked,1,1,1041
fan-blocked,-1,-25,1056
fan-blocked,33,27,1078
fan-blocked,1,23,1021
fan-blocked,44,39,1019
fan-blocked,17,15,1003
fan-blocked,-7,-21,1054
fan-blocked,-7,-15,1080
fan-blocked,44,37,1017
fan-blocked,19,33,994
fan-blocked,9,13,1044
fan-blocked,-13,-9,1093
fan-blocked,15,9,1076
fan-blocked,13,15,1039
fan-blocked,17,31,1023
fan-blocked,21,23,1033
fan-blocked,11,13,1072
fan-blocked,-3,-1,1062
fan-blocked,58,29,1058
fan-blocked,46,37,1017
fan-blocked,27,35,1066
fan-blocked,0,11,1074
fan-blocked,-1,-7,1044
fan-blocked,35,37,1074
fan-blocked,5,11,1003
fan-blocked,37,37,1062
fan-blocked,0,-5,1037
fan-blocked,0,-5,1060
fan-blocked,33,27,1052
fan-blocked,15,7,1035
fan-blocked,27,33,1076
fan-blocked,25,17,1027
fan-blocked,1,-3,1048
fan-blocked,7,17,1041
fan-blocked,11,21,1109
fan-blocked,3,23,1025
fan-blocked,33,19,1050
fan-blocked,-15,-13,1044
