Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-balance,-54,132,1007
fan-balance,-13,126,1029
fan-balance,123,-115,962
fan-balance,52,-490,984
fan-balance,99,-19,1126
fan-balance,7,160,855
fan-balance,-3,171,1056
fan-balance,-68,136,1025
fan-balance,-123,134,1042
fan-balance,89,-285,1404
fan-balance,87,-269,1292
fan-balance,121,-64,984
fan-balance,41,187,853
fan-balance,0,175,935
fan-balance,-46,136,996
fan-balance,-82,123,1019
fan-balance,181,-392,1482
fan-balance,52,-453,1080
fan-balance,70,58,1240
fan-balance,66,210,878
fan-balance,0,148,871
fan-balance,-91,132,1056
fan-balance,-23,134,1019
fan-balance,130,-140,994
fan-balance,23,-580,968
fan-balance,107,-41,1035
fan-balance,27,162,835
fan-balance,0,177,1005
fan-balance,-58,136,1035
fan-balance,-44,140,1019
fan-balance,148,-294,1230
fan-balance,89,-246,1263
fan-balance,148,-60,1021
fan-balance,44,205,857
fan-balance,0,146,906
fan-balance,-50,138,1003
fan-balance,-87,128,1041
fan-balance,173,-396,1525
fan-balance,72,-208,1125
fan-balance,111,1,1076
fan-balance,19,164,808
fan-balance,-1,173,1080
fan-balance,-134,97,1044
fan-balance,-35,142,1005
fan-balance,126,-205,1089
fan-balance,93,-234,1265
fan-balance,130,-123,1113
fan-balance,23,175,806
fan-balance,0,166,1003
fan-balance,-62,126,1033
fan-balance,-70,134,1031
fan-balance,160,-367,1398
fan-balance,66,-175,1048
fan-balance,113,9,1177
fan-balance,23,195,921
fan-balance,-1,148,933
fan-balance,-41,130,1023
fan-balance,-89,125,1050
fan-balance,160,-363,1513
fan-balance,64,-203,1169
fan-balance,82,-193,1167
fan-balance,3,158,810
fan-balance,-37,150,1113
fan-balance,-138,85,1058
fan-balance,0,29,996
fan-balance,138,-265,1195
fan-balance,66,-214,1238
fan-balance,66,-335,1101
fan-balance,19,175,865
fan-balance,-3,160,994
fan-balance,-37,132,1019
fan-balance,-74,134,1042
fan-balance,152,-382,1468
fan-balance,74,-171,1078
fan-balance,62,-199,1183
fan-balance,7,148,810
fan-balance,-13,173,1103
fan-balance,-46,128,1003
fan-balance,-101,123,1048
fan-balance,130,-326,1492
fan-balance,80,-216,1246
fan-balance,68,-248,1152
fan-balance,11,152,798
fan-balance,-25,142,1121
fan-balance,-144,74,1056
fan-balance,-56,126,1035
fan-balance,144,-322,1318
fan-balance,74,-146,994
fan-balance,44,-160,1162
fan-balance,39,183,914
fan-balance,-1,156,962
fan-balance,-48,128,1001
fan-balance,-91,130,1013
fan-balance,175,-433,1607
fan-balance,83,-212,1199
fan-balance,113,-39,1121
fan-balance,21,150,765
fan-balance,-9,171,1066
fan-balance,-62,125,1054
fan-balance,-31,125,1025
fan-balance,107,-287,1429
fan-balance,76,-214,1230
fan-balance,85,-3,1205
fan-balance,1,125,845
fan-balance,-29,158,1136
fan-balance,-136,85,1080
fan-balance,-70,128,1015
fan-balance,156,-404,1486
fan-balance,85,-187,1083
fan-balance,117,11,1154
fan-balance,19,148,792
fan-balance,-21,160,1109
fan-balance,-39,128,1015
fan-balance,-91,125,1046
fan-balance,156,-347,1484
fan-balance,68,-179,1144
fan-balance,21,-271,1103
fan-balance,19,160,837
fan-balance,-3,173,1082
fan-balance,-78,123,1046
fan-balance,-52,138,1013
fan-balance,146,-292,1222
fan-balance,60,-441,962
fan-balance,83,125,1333
fan-balance,3,138,855
fan-balance,-33,152,1158
fan-balance,-123,82,1062
fan-balance,-60,130,1041
fan-balance,152,-330,1320
fan-balance,76,-156,1019
fan-balance,60,-158,1195
fan-balance,15,144,796
fan-balance,-19,169,1148
fan-balance,-91,109,1082
fan-balance,-13,138,1023
fan-balance,148,-349,1521
fan-balance,78,-210,1228
fan-balance,80,-222,1181
fan-balance,5,146,771
fan-balance,-5,171,1056
fan-balance,-46,130,1058
fan-balance,-44,130,1027
fan-balance,130,-269,1203
fan-balance,89,-132,974
fan-balance,80,207,1125
fan-balance,0,111,830
fan-balance,-21,166,1164
fan-balance,-46,136,990
fan-balance,-99,121,1015
fan-balance,187,-445,1623
fan-balance,101,-355,1179
fan-balance,101,-23,1216
fan-balance,9,125,792
fan-balance,-17,169,1105
fan-balance,-76,117,1062
fan-balance,-19,144,1027
fan-balance,115,-132,1027
fan-balance,99,-162,960
fan-balance,23,-335,1082
fan-balance,15,169,869
fan-balance,-3,173,1078
fan-balance,-46,134,1033
fan-balance,-58,128,1015
fan-balance,148,-341,1320
fan-balance,115,-246,1113
fan-balance,50,222,1167
fan-balance,-1,111,828
fan-balance,-17,167,1107
fan-balance,-101,95,1066
fan-balance,-7,123,1033
fan-balance,152,-343,1435
fan-balance,74,-169,1119
fan-balance,25,-201,1136
fan-balance,37,154,833
fan-balance,-7,181,1132
fan-balance,-74,126,1050
fan-balance,-56,121,992
fan-balance,150,-253,1169
fan-balance,25,-599,1003
fan-balance,72,167,1349
fan-balance,3,154,937
fan-balance,-1,173,1003
fan-balance,-37,146,998
fan-balance,-60,115,1033
fan-balance,109,-121,1005
fan-balance,82,-160,1001
fan-balance,35,-179,1142
fan-balance,19,158,837
fan-balance,-15,179,1171
fan-balance,-99,109,1072
fan-balance,-19,126,1003
fan-balance,115,-119,1009
fan-balance,54,-535,949
fan-balance,95,-56,1078
fan-balance,25,142,773
fan-balance,-5,169,1050
fan-balance,-41,142,1046
fan-balance,-50,123,1029
fan-balance,121,-191,1082
fan-balance,87,-160,972
fan-balance,83,-11,1201
fan-balance,19,158,832
fan-balance,-25,162,1150
fan-balance,-123,91,1087
fan-balance,-5,99,996
fan-balance,121,-76,1001
fan-balance,142,-261,955
fan-balance,115,-33,1207
fan-balance,17,144,767
fan-balance,-13,162,1099
fan-balance,-72,117,1074
fan-balance,-31,117,1027
fan-balance,115,-158,1074
fan-balance,101,-144,958
fan-balance,64,-44,1125
fan-balance,27,156,867
fan-balance,0,179,1083
fan-balance,-62,126,1021
fan-balance,-74,125,998
fan-balance,160,-425,1500
fan-balance,58,-615,1035
fan-balance,111,113,1394
fan-balance,-1,126,898
fan-balance,-33,150,1191
fan-balance,-115,101,1060
fan-balance,9,-99,1033
fan-balance,64,-201,1128
fan-balance,121,-189,964
fan-balance,19,-261,1111
fan-balance,15,154,835
fan-balance,-7,173,1125
fan-balance,-68,130,1062
fan-balance,-50,130,1003
fan-balance,138,-250,1171
fan-balance,93,-289,929
fan-balance,72,123,1230
fan-balance,3,132,816
fan-balance,-21,140,1138
fan-balance,-119,97,1064
fan-balance,-72,113,1041
fan-balance,138,-324,1339
fan-balance,82,-169,1041
fan-balance,39,-214,1150
fan-balance,15,152,837
fan-balance,-11,166,1136
fan-balance,-146,107,1080
fan-balance,-21,136,1000
fan-balance,109,-128,1019
fan-balance,103,-230,910
fan-balance,70,156,1208
fan-balance,9,121,800
fan-balance,-3,171,1068
fan-balance,-48,142,1037
fan-balance,-54,115,1042
fan-balance,123,-232,1162
fan-balance,85,-152,976
fan-balance,50,-156,1142
fan-balance,31,156,849
fan-balance,-23,167,1179
fan-balance,-117,95,1048
fan-balance,-9,99,982
fan-balance,119,-80,978
fan-balance,105,-291,1166
fan-balance,89,-27,1136
fan-balance,17,117,783
fan-balance,-7,171,1113
fan-balance,-136,103,1082
fan-balance,0,0,994
fan-balance,97,-156,1011
fan-balance,99,-148,945
fan-balance,64,-27,1175
fan-balance,19,158,835
fan-balance,-21,154,1160
fan-balance,-130,87,1074
fan-balance,-76,134,1009
fan-balance,160,-382,1457
fan-balance,87,-191,1037
fan-balance,97,21,1150
fan-balance,17,134,800
fan-balance,-9,166,1130
fan-balance,-68,119,1044
fan-balance,-15,121,1009
fan-balance,109,-113,1021
fan-balance,91,-166,941
fan-balance,74,41,1132
fan-balance,31,138,857
fan-balance,-31,158,1154
fan-balance,-152,93,1068
fan-balance,-50,136,998
fan-balance,146,-279,1214
fan-balance,48,-472,937
fan-balance,82,101,1310
fan-balance,0,123,867
fan-balance,-19,150,1175
fan-balance,-115,101,1062
fan-balance,-9,103,1007
fan-balance,121,-78,998
fan-balance,80,-181,1085
fan-balance,15,-232,1134
fan-balance,15,144,820
fan-balance,-7,177,1150
fan-balance,-76,123,1056
fan-balance,-35,142,1005
fan-balance,134,-220,1128
fan-balance,87,-201,902
fan-balance,85,97,1191
fan-balance,0,103,853
fan-balance,-23,156,1164
fan-balance,-111,128,1083
fan-balance,-68,123,1042
fan-balance,140,-308,1335
fan-balance,78,-167,1023
fan-balance,35,-162,1164
fan-balance,33,148,841
fan-balance,-7,166,1173
fan-balance,-99,105,1044
fan-balance,-15,126,978
fan-balance,103,-115,992
fan-balance,68,-410,880
fan-balance,58,156,1248
fan-balance,25,140,740
fan-balance,-5,177,1070
fan-balance,-42,142,1037
fan-balance,-54,126,1027
fan-balance,134,-248,1205
fan-balance,80,-142,955
fan-balance,52,187,1097
fan-balance,1,103,843
fan-balance,-37,144,1083
fan-balance,-154,126,1054
fan-balance,-11,89,966
fan-balance,189,-445,1648
fan-balance,101,-214,1185
fan-balance,115,-1,1154
fan-balance,17,128,757
fan-balance,-7,167,1097
fan-balance,-82,117,1062
fan-balance,-25,132,1011
fan-balance,117,-126,1058
fan-balance,91,-132,908
fan-balance,64,-31,1134
fan-balance,23,134,859
fan-balance,-23,154,1167
fan-balance,-52,134,1027
fan-balance,-80,134,998
fan-balance,166,-406,1498
fan-balance,115,-441,972
fan-balance,39,203,1146
fan-balance,17,136,779
fan-balance,-5,160,1136
fan-balance,-107,93,1078
fan-balance,-13,115,1003
fan-balance,113,-64,1025
fan-balance,99,-160,957
fan-balance,23,-183,1132
fan-balance,31,146,845
fan-balance,-3,162,1138
fan-balance,-76,115,1027
fan-balance,-35,142,972
fan-balance,150,-226,1160
fan-balance,99,-134,914
fan-balance,91,64,1134
fan-balance,17,134,816
fan-balance,-17,154,1146
fan-balance,-128,85,1066
fan-balance,-3,103,1007
fan-balance,134,-291,1294
fan-balance,123,-179,992
fan-balance,74,121,1082
fan-balance,11,115,839
fan-balance,-11,171,1185
fan-balance,-119,87,1035
fan-balance,-17,140,982
fan-balance,109,-121,1001
fan-balance,115,-121,884
fan-balance,93,101,1136
fan-balance,15,125,824
fan-balance,-23,152,1146
fan-balance,-54,136,1064
fan-balance,-52,117,1019
fan-balance,142,-251,1207
fan-balance,74,-148,970
fan-balance,29,-150,1156
fan-balance,39,152,867
fan-balance,-13,160,1169
fan-balance,-144,85,1033
fan-balance,-13,91,964
fan-balance,60,-193,1074
fan-balance,115,-406,1046
fan-balance,76,146,1117
fan-balance,17,111,810
fan-balance,-7,166,1126
fan-balance,-66,125,1066
fan-balance,-31,121,1003
fan-balance,117,-166,1105
fan-balance,83,-111,898
fan-balance,44,-80,1130
fan-balance,33,134,863
fan-balance,-25,150,1162
fan-balance,-152,80,1054
fan-balance,0,56,947
fan-balance,164,-417,1560
fan-balance,95,-171,1074
fan-balance,117,-39,1259
fan-balance,13,121,787
fan-balance,-11,160,1152
fan-balance,-105,99,1080
fan-balance,154,-318,1486
fan-balance,66,-207,1185
fan-balance,121,-199,1060
fan-balance,46,189,966
fan-balance,21,130,876
fan-balance,-5,171,1123
fan-balance,-76,109,1021
fan-balance,-50,136,984
fan-balance,150,-267,1242
fan-balance,95,-115,921
fan-balance,74,-48,1216
fan-balance,21,130,841
fan-balance,-9,154,1173
fan-balance,-126,89,1089
fan-balance,-11,111,962
fan-balance,111,-68,1011
fan-balance,111,-138,904
fan-balance,41,-154,1156
fan-balance,33,128,806
fan-balance,-5,164,1138
fan-balance,-83,115,1042
fan-balance,1,-58,921
fan-balance,97,-99,914
fan-balance,197,-312,1070
fan-balance,101,123,1205
fan-balance,13,132,832
fan-balance,-19,146,1121
fan-balance,-132,82,1107
fan-balance,-56,117,1017
fan-balance,134,-275,1283
fan-balance,64,-164,1023
fan-balance,44,-164,1169
fan-balance,39,154,865
fan-balance,-15,162,1173
fan-balance,-125,87,1041
fan-balance,-3,126,955
fan-balance,99,-95,1000
fan-balance,121,-113,873
fan-balance,93,109,1183
fan-balance,21,113,828
fan-balance,0,171,1146
fan-balance,-154,87,1119
fan-balance,-1,46,976
fan-balance,117,-64,970
fan-balance,156,-203,1046
fan-balance,25,-128,1154
fan-balance,37,136,851
fan-balance,-7,160,1185
fan-balance,-138,76,1044
fan-balance,-3,80,937
fan-balance,115,-72,990
fan-balance,97,-228,1220
fan-balance,44,-267,1220
fan-balance,9,115,781
fan-balance,-9,166,1154
fan-balance,-78,109,1062
fan-balance,-33,126,988
fan-balance,126,-197,1156
fan-balance,82,-107,890
fan-balance,29,-74,1125
fan-balance,25,136,873
fan-balance,-17,144,1167
fan-balance,-146,113,1048
fan-balance,0,54,935
fan-balance,115,-35,960
fan-balance,76,-179,1097
fan-balance,48,-203,1199
fan-balance,27,125,841
fan-balance,-5,166,1169
fan-balance,-97,97,1060
fan-balance,-21,125,964
fan-balance,111,-134,1066
fan-balance,87,-105,855
fan-balance,21,-15,1115
fan-balance,29,134,785
fan-balance,0,158,1115
fan-balance,-62,132,1023
fan-balance,-66,132,970
fan-balance,146,-406,1494
fan-balance,97,-152,996
fan-balance,41,-119,1191
fan-balance,21,136,843
fan-balance,-29,136,1070
fan-balance,-166,113,1136
fan-balance,3,-80,972
fan-balance,103,-95,1025
fan-balance,93,-218,1230
fan-balance,46,-158,1173
fan-balance,37,132,796
fan-balance,0,164,1152
fan-balance,-68,117,1031
fan-balance,-39,134,949
fan-balance,156,-328,1330
fan-balance,85,-128,931
fan-balance,87,93,1253
fan-balance,11,121,826
fan-balance,-15,154,1148
fan-balance,-132,80,1119
fan-balance,-56,113,1005
fan-balance,140,-333,1394
fan-balance,56,-158,1041
fan-balance,56,-150,1173
fan-balance,33,140,824
fan-balance,-37,142,1089
fan-balance,-167,99,1097
fan-balance,0,130,968
fan-balance,105,-85,1001
fan-balance,113,-121,878
fan-balance,44,-15,1087
fan-balance,31,140,818
fan-balance,5,164,1136
fan-balance,-50,121,1017
fan-balance,-62,142,960
fan-balance,169,-468,1572
fan-balance,103,-158,1042
fan-balance,121,93,1248
fan-balance,13,138,794
fan-balance,-7,158,1130
fan-balance,-85,91,1085
fan-balance,-7,101,998
fan-balance,97,-70,1066
fan-balance,64,-144,1058
fan-balance,72,52,1117
fan-balance,13,103,849
fan-balance,-39,146,1144
fan-balance,-173,83,1091
fan-balance,-31,130,972
fan-balance,123,-181,1117
fan-balance,95,-95,878
fan-balance,29,-115,1119
fan-balance,23,130,882
fan-balance,-13,154,1224
fan-balance,-33,144,996
fan-balance,-85,130,957
fan-balance,193,-484,1724
fan-balance,95,-218,1203
fan-balance,167,46,1330
fan-balance,13,119,740
fan-balance,-3,156,1107
fan-balance,-82,89,1072
fan-balance,-11,119,998
fan-balance,105,-87,1072
fan-balance,93,-138,937
fan-balance,56,-33,1138
fan-balance,23,117,859
fan-balance,-25,148,1158
fan-balance,-68,115,1013
fan-balance,-42,119,980
fan-balance,140,-267,1246
fan-balance,78,-115,925
fan-balance,13,-162,1113
fan-balance,33,144,898
fan-balance,-1,167,1203
fan-balance,-128,85,1062
fan-balance,-5,66,910
fan-balance,185,-441,1718
fan-balance,105,-242,1285
fan-balance,166,-3,1287
fan-balance,15,105,699
fan-balance,-3,162,1113
fan-balance,-56,111,1050
fan-balance,-25,119,1007
fan-balance,111,-162,1123
fan-balance,70,-115,910
fan-balance,41,185,1025
fan-balance,0,121,953
fan-balance,-15,152,1134
fan-balance,-46,126,1009
fan-balance,-64,125,990
fan-balance,140,-345,1404
fan-balance,66,-150,1023
fan-balance,48,-154,1150
fan-balance,41,146,869
fan-balance,-3,166,1201
fan-balance,-117,82,1039
fan-balance,-11,117,931
fan-balance,138,-189,1128
fan-balance,97,-113,876
fan-balance,99,-261,1242
fan-balance,3,91,710
fan-balance,-7,166,1113
fan-balance,-44,134,1072
fan-balance,-27,119,1001
fan-balance,99,-62,1027
fan-balance,136,-197,1070
fan-balance,46,-138,1148
fan-balance,39,130,867
fan-balance,-13,150,1148
fan-balance,-140,70,1042
fan-balance,5,107,964
fan-balance,158,-396,1562
fan-balance,72,-183,1117
fan-balance,54,-158,1166
fan-balance,44,132,845
fan-balance,3,164,1183
fan-balance,-83,97,1035
fan-balance,-42,125,929
fan-balance,154,-349,1392
fan-balance,97,-132,960
fan-balance,109,111,1255
fan-balance,5,119,816
fan-balance,-19,144,1132
fan-balance,-39,140,1058
fan-balance,-56,111,1000
fan-balance,119,-25,1019
fan-balance,60,-144,1037
fan-balance,62,-142,1169
fan-balance,41,132,837
fan-balance,-9,162,1144
fan-balance,-128,70,1025
fan-balance,-3,123,962
fan-balance,117,-37,1009
fan-balance,119,-119,902
fan-balance,68,-148,1154
fan-balance,31,126,818
fan-balance,3,166,1144
fan-balance,-70,105,1011
fan-balance,-46,132,949
fan-balance,140,-394,1488
fan-balance,89,-146,992
fan-balance,27,-95,1185
fan-balance,27,125,871
fan-balance,-5,158,1179
fan-balance,-130,89,1111
fan-balance,-5,83,923
fan-balance,107,-91,1021
fan-balance,109,-111,896
fan-balance,11,95,1111
fan-balance,42,123,781
fan-balance,0,160,1154
fan-balance,-80,97,1025
fan-balance,-37,123,941
fan-balance,144,-281,1296
fan-balance,89,-132,933
fan-balance,11,-35,1154
fan-balance,19,113,892
fan-balance,5,173,1113
fan-balance,-39,128,1011
fan-balance,-66,142,960
fan-balance,173,-474,1691
fan-balance,82,-199,1134
fan-balance,82,-105,1173
fan-balance,39,128,843
fan-balance,-1,152,1158
fan-balance,-177,95,1152
fan-balance,1,-87,941
fan-balance,128,-169,1099
fan-balance,82,-105,892
fan-balance,109,-119,1156
fan-balance,42,109,744
fan-balance,3,171,1138
fan-balance,-56,105,1000
fan-balance,-46,140,945
fan-balance,146,-421,1560
fan-balance,80,-154,1000
fan-balance,60,-54,1179
fan-balance,35,121,857
fan-balance,-7,164,1179
fan-balance,-130,76,1103
fan-balance,-89,126,976
fan-balance,167,-453,1720
fan-balance,80,-220,1218
fan-balance,117,-126,1189
fan-balance,37,115,781
fan-balance,-1,156,1171
fan-balance,-189,89,1171
fan-balance,-23,121,941
fan-balance,146,-226,1220
fan-balance,78,-123,914
fan-balance,19,-23,1134
fan-balance,13,105,875
fan-balance,1,169,1144
fan-balance,-50,117,1011
fan-balance,-64,140,949
fan-balance,177,-494,1699
fan-balance,83,-195,1109
fan-balance,80,-82,1197
fan-balance,31,121,859
fan-balance,-3,166,1146
fan-balance,-109,89,1054
fan-balance,-23,70,917
fan-balance,117,-123,1044
fan-balance,80,-242,1273
fan-balance,132,-119,1175
fan-balance,37,121,763
fan-balance,-15,160,1158
fan-balance,-179,89,1175
fan-balance,1,-44,917
fan-balance,119,-54,914
fan-balance,82,-156,980
fan-balance,46,-50,1171
fan-balance,29,119,878
fan-balance,-9,158,1191
fan-balance,-144,76,1113
fan-balance,-78,142,966
fan-balance,173,-464,1742
fan-balance,70,-210,1181
fan-balance,115,-121,1185
fan-balance,33,115,794
fan-balance,0,160,1146
fan-balance,-97,85,1052
fan-balance,-23,119,919
fan-balance,140,-191,1162
fan-balance,72,-117,896
fan-balance,17,-19,1134
fan-balance,15,105,892
fan-balance,-7,160,1162
fan-balance,-144,91,1140
fan-balance,-64,132,960
fan-balance,160,-457,1628
fan-balance,76,-177,1058
fan-balance,83,-74,1177
fan-balance,31,125,867
fan-balance,-1,158,1166
fan-balance,-111,85,1080
fan-balance,-19,72,914
fan-balance,117,-130,1050
fan-balance,82,-230,1263
fan-balance,136,-119,1162
fan-balance,37,119,767
fan-balance,1,162,1142
fan-balance,-70,99,1025
fan-balance,-41,130,939
fan-balance,140,-392,1505
fan-balance,74,-150,978
fan-balance,56,-64,1156
fan-balance,11,109,970
fan-balance,-7,136,1054
fan-balance,-136,76,1101
fan-balance,-83,140,966
fan-balance,177,-457,1753
fan-balance,70,-218,1205
fan-balance,113,-103,1173
fan-balance,29,117,814
fan-balance,0,156,1134
fan-balance,-91,85,1035
fan-balance,-23,103,917
fan-balance,134,-183,1177
fan-balance,70,-111,894
fan-balance,17,-25,1119
fan-balance,37,107,740
fan-balance,9,162,1103
fan-balance,-56,111,1017
fan-balance,-64,132,958
fan-balance,171,-480,1667
fan-balance,82,-175,1060
fan-balance,15,152,1048
fan-balance,1,95,933
fan-balance,-21,142,1017
fan-balance,-109,80,1072
fan-balance,-23,70,914
fan-balance,111,-99,1029
fan-balance,74,-220,1255
fan-balance,132,-119,1173
fan-balance,27,111,763
fan-balance,3,150,1136
fan-balance,-78,93,1023
fan-balance,-37,130,937
fan-balance,146,-330,1404
fan-balance,78,-132,949
fan-balance,48,-52,1146
fan-balance,23,115,886
fan-balance,-7,156,1185
fan-balance,-33,128,1007
fan-balance,-76,132,957
fan-balance,169,-474,1746
fan-balance,126,-121,937
fan-balance,48,132,734
fan-balance,3,89,941
fan-balance,-15,146,1074
fan-balance,-103,78,1058
fan-balance,-21,113,925
fan-balance,144,-201,1175
fan-balance,70,-121,910
fan-balance,19,0,1138
fan-balance,39,111,726
fan-balance,5,169,1126
fan-balance,-56,107,1001
fan-balance,-52,134,949
fan-balance,140,-451,1611
fan-balance,80,-156,1041
fan-balance,80,-74,1152
fan-balance,33,119,865
fan-balance,-7,152,1185
fan-balance,-117,87,1099
fan-balance,-15,58,896
fan-balance,156,-423,1722
fan-balance,99,-109,902
fan-balance,1,68,1121
fan-balance,1,80,896
fan-balance,-9,146,1140
fan-balance,-74,87,1015
fan-balance,-39,119,923
fan-balance,150,-263,1308
fan-balance,76,-126,935
fan-balance,33,-42,1126
fan-balance,13,97,914
fan-balance,-3,160,1158
fan-balance,-37,123,1013
fan-balance,-64,130,960
fan-balance,171,-490,1744
fan-balance,72,-187,1128
fan-balance,93,-91,1179
fan-balance,35,111,851
fan-balance,-3,150,1146
fan-balance,-93,82,1050
fan-balance,-27,80,910
fan-balance,134,-177,1136
fan-balance,152,-179,1058
fan-balance,-1,3,1134
fan-balance,35,105,732
fan-balance,3,164,1128
fan-balance,-58,99,1017
fan-balance,-42,130,943
fan-balance,138,-402,1556
fan-balance,72,-154,1009
fan-balance,68,-66,1140
fan-balance,25,115,890
fan-balance,-7,152,1148
fan-balance,-113,91,1111
fan-balance,-27,46,896
fan-balance,175,-441,1738
fan-balance,80,-208,1218
fan-balance,115,-128,1171
fan-balance,37,111,818
fan-balance,0,162,1142
fan-balance,-78,87,1046
fan-balance,-33,113,916
fan-balance,58,-197,1216
fan-balance,160,-177,1037
fan-balance,39,166,921
fan-balance,5,91,884
fan-balance,3,167,1111
fan-balance,-42,117,1017
fan-balance,-66,126,945
fan-balance,169,-464,1716
fan-balance,85,-187,1111
fan-balance,89,-113,1160
fan-balance,27,113,845
fan-balance,-9,156,1156
fan-balance,-103,83,1080
fan-balance,-21,74,896
fan-balance,113,-140,1089
fan-balance,95,-109,912
fan-balance,136,-132,1169
fan-balance,33,107,761
fan-balance,1,162,1138
fan-balance,-68,103,1033
fan-balance,-9,-42,916
fan-balance,140,-347,1464
fan-balance,74,-144,970
fan-balance,52,-72,1144
fan-balance,19,107,898
fan-balance,-3,160,1158
fan-balance,-117,91,1130
fan-balance,-76,132,953
fan-balance,177,-460,1763
fan-balance,72,-199,1181
fan-balance,95,-119,1185
fan-balance,27,109,837
fan-balance,0,154,1130
fan-balance,-78,95,1058
fan-balance,-37,70,910
fan-balance,138,-207,1212
fan-balance,82,-113,904
fan-balance,11,-33,1123
fan-balance,3,87,906
fan-balance,5,162,1130
fan-balance,-56,107,1023
fan-balance,-15,-21,902
fan-balance,119,-15,939
fan-balance,72,-177,1080
fan-balance,78,-83,1152
fan-balance,33,113,890
fan-balance,-3,158,1132
fan-balance,-107,97,1111
fan-balance,-21,50,876
fan-balance,103,-101,1042
fan-balance,68,-210,1238
fan-balance,113,-97,1167
fan-balance,37,107,792
fan-balance,1,150,1101
fan-balance,-78,95,1044
fan-balance,-41,97,937
fan-balance,142,-257,1304
fan-balance,78,-132,951
fan-balance,31,-44,1115
