Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-trans,5,23,1054
fan-trans,13,23,1062
fan-trans,27,19,1060
fan-trans,7,19,1064
fan-trans,5,23,1060
fan-trans,13,15,1050
fan-trans,25,19,1056
fan-trans,5,13,1050
fan-trans,21,23,1046
fan-trans,9,15,1052
fan-trans,3,3,1033
fan-trans,15,21,1052
fan-trans,13,17,1037
fan-trans,19,15,1041
fan-trans,23,19,1072
fan-trans,11,19,1042
fan-trans,17,13,1048
fan-trans,27,9,1060
fan-trans,19,23,1027
fan-trans,7,23,1060
fan-trans,13,11,1050
fan-trans,13,-3,1031
fan-trans,23,25,1062
fan-trans,11,19,1021
fan-trans,17,15,1060
fan-trans,29,13,1070
fan-trans,15,19,1037
fan-trans,17,15,1068
fan-trans,17,0,1044
fan-trans,17,15,1066
fan-trans,9,25,1048
fan-trans,11,19,1039
fan-trans,5,0,1031
fan-trans,15,23,1042
fan-trans,11,17,1044
fan-trans,21,23,1072
fan-trans,11,9,1056
fan-trans,17,25,1046
fan-trans,9,15,1060
fan-trans,23,21,1070
fan-trans,15,23,1046
fan-trans,13,21,1044
fan-trans,3,9,1041
fan-trans,29,21,1082
fan-trans,0,21,1005
fan-trans,19,25,1050
fan-trans,19,9,1060
fan-trans,17,23,1042
fan-trans,7,21,1054
fan-trans,11,17,1056
fan-trans,29,21,1066
fan-trans,7,21,1042
fan-trans,19,23,1054
fan-trans,29,23,1068
fan-trans,7,9,1054
fan-trans,19,29,1058
fan-trans,0,9,1031
fan-trans,37,27,1082
fan-trans,9,31,1072
fan-trans,0,13,1033
fan-trans,31,19,1078
fan-trans,7,9,1023
fan-trans,3,21,1048
fan-trans,15,19,1060
fan-trans,17,-3,1054
fan-trans,9,13,1044
fan-trans,15,27,1031
fan-trans,21,3,1041
fan-trans,29,13,1068
fan-trans,13,19,1035
fan-trans,11,5,1039
fan-trans,29,9,1078
fan-trans,13,25,1050
fan-trans,3,13,1033
fan-trans,27,3,1054
fan-trans,19,15,1025
fan-trans,11,23,1027
fan-trans,15,11,1058
fan-trans,25,21,1062
fan-trans,5,21,1035
fan-trans,21,15,1058
fan-trans,9,0,1050
fan-trans,5,7,1031
fan-trans,13,23,1041
fan-trans,5,-13,1035
fan-trans,25,19,1062
fan-trans,3,19,1033
fan-trans,35,17,1068
fan-trans,41,9,1093
fan-trans,7,15,1029
fan-trans,9,27,1041
fan-trans,27,5,1046
fan-trans,11,15,1056
fan-trans,3,23,1035
fan-trans,7,11,1046
fan-trans,33,25,1072
fan-trans,13,23,1042
fan-trans,15,15,1050
fan-trans,11,15,1052
fan-trans,1,23,1029
fan-trans,7,19,1039
fan-trans,19,9,1068
fan-trans,13,17,1037
fan-trans,3,23,1023
fan-trans,7,13,1041
fan-trans,25,23,1064
fan-trans,7,23,1041
fan-trans,11,13,1048
fan-trans,21,23,1060
fan-trans,23,25,1039
fan-trans,25,23,1044
fan-trans,13,13,1046
fan-trans,3,15,1029
fan-trans,3,23,1031
fan-trans,25,17,1066
fan-trans,11,13,1046
fan-trans,5,25,1031
fan-trans,13,21,1031
fan-trans,15,17,1062
fan-trans,11,23,1044
fan-trans,15,21,1070
fan-trans,27,21,1060
fan-trans,15,23,1042
fan-trans,19,9,1042
fan-trans,21,9,1082
fan-trans,7,17,1058
fan-trans,7,19,1021
fan-trans,39,21,1082
fan-trans,5,7,1050
fan-trans,3,19,1046
fan-trans,37,21,1048
fan-trans,11,7,1042
fan-trans,9,15,1058
fan-trans,25,15,1064
fan-trans,15,7,1042
fan-trans,13,19,1042
fan-trans,23,15,1041
fan-trans,21,13,1052
fan-trans,3,19,1050
fan-trans,15,9,1041
fan-trans,17,11,1064
fan-trans,3,23,1027
fan-trans,7,17,1035
fan-trans,11,7,1066
fan-trans,27,17,1044
fan-trans,7,15,1050
fan-trans,13,15,1056
fan-trans,11,15,1048
fan-trans,15,21,1025
fan-trans,33,19,1074
fan-trans,7,13,1041
fan-trans,0,23,1023
fan-trans,37,21,1072
fan-trans,15,17,1041
fan-trans,7,23,1031
fan-trans,27,23,1062
fan-trans,11,15,1048
fan-trans,1,21,1054
fan-trans,27,19,1066
fan-trans,15,17,1060
fan-trans,3,19,1052
fan-trans,25,17,1078
fan-trans,3,13,1044
fan-trans,5,25,1033
fan-trans,9,19,1033
fan-trans,35,19,1044
fan-trans,5,23,1033
fan-trans,17,23,1033
fan-trans,13,15,1048
fan-trans,21,27,1056
fan-trans,17,23,1046
fan-trans,21,21,1072
fan-trans,11,23,1048
fan-trans,1,7,1031
fan-trans,23,23,1052
fan-trans,7,21,1046
fan-trans,0,9,1039
fan-trans,25,21,1060
fan-trans,13,17,1025
fan-trans,3,19,1039
fan-trans,17,9,1064
fan-trans,5,15,1046
fan-trans,19,17,1056
fan-trans,5,3,1033
fan-trans,9,21,1041
fan-trans,5,9,1035
fan-trans,27,17,1068
fan-trans,9,23,1048
fan-trans,0,0,1039
fan-trans,33,17,1060
fan-trans,9,13,1023
fan-trans,21,23,1037
fan-trans,9,1,1050
fan-trans,27,23,1060
fan-trans,29,15,1044
fan-trans,23,19,1076
fan-trans,15,17,1037
fan-trans,0,1,1041
fan-trans,19,15,1042
fan-trans,19,23,1033
fan-trans,29,21,1056
fan-trans,3,11,1033
fan-trans,0,15,1037
fan-trans,7,15,1046
fan-trans,13,5,1046
fan-trans,17,19,1066
fan-trans,3,9,1046
fan-trans,0,-1,1027
fan-trans,25,23,1052
fan-trans,23,21,1056
fan-trans,7,7,1046
fan-trans,7,23,1031
fan-trans,21,21,1060
fan-trans,27,23,1078
fan-trans,5,13,1033
fan-trans,5,17,1054
fan-trans,19,25,1048
fan-trans,0,11,1037
fan-trans,5,11,1048
fan-trans,25,29,1082
fan-trans,0,13,1021
fan-trans,17,7,1031
fan-trans,17,31,1042
fan-trans,21,23,1062
fan-trans,25,21,1056
fan-trans,5,13,1027
fan-trans,25,27,1054
fan-trans,1,7,1039
fan-trans,35,31,1056
fan-trans,5,5,1054
fan-trans,5,3,1023
fan-trans,29,27,1050
fan-trans,29,19,1072
fan-trans,11,3,1044
fan-trans,19,23,1037
fan-trans,9,13,1054
fan-trans,29,25,1091
fan-trans,1,-1,1017
fan-trans,31,27,1095
fan-trans,3,5,1025
fan-trans,19,15,1046
fan-trans,27,17,1062
fan-trans,19,21,1052
fan-trans,23,17,1076
fan-trans,11,0,1048
fan-trans,7,7,1033
fan-trans,27,23,1072
fan-trans,11,-3,1039
fan-trans,42,25,1074
fan-trans,-3,-13,1023
fan-trans,52,27,1070
fan-trans,0,-13,1011
fan-trans,35,33,1076
fan-trans,5,-3,1041
fan-trans,11,-7,1017
fan-trans,33,17,1048
fan-trans,13,5,1050
fan-trans,25,7,1029
fan-trans,19,1,1052
fan-trans,17,13,1031
fan-trans,23,15,1050
fan-trans,11,15,1033
fan-trans,25,21,1072
fan-trans,17,5,1046
fan-trans,17,17,1048
fan-trans,3,-1,1037
fan-trans,11,3,1037
fan-trans,29,27,1082
fan-trans,-3,-1,1013
fan-trans,23,13,1064
fan-trans,5,11,1021
fan-trans,37,37,1048
fan-trans,19,11,1054
fan-trans,27,19,1058
fan-trans,11,11,1054
fan-trans,9,17,1062
fan-trans,5,11,1031
fan-trans,21,19,1039
fan-trans,9,17,1072
fan-trans,7,15,1029
fan-trans,17,13,1044
fan-trans,23,27,1046
fan-trans,19,29,1060
fan-trans,3,11,1041
fan-trans,31,25,1054
fan-trans,25,27,1078
fan-trans,5,17,1044
fan-trans,33,33,1068
fan-trans,1,3,1013
fan-trans,0,7,1031
fan-trans,35,37,1072
fan-trans,9,-1,1035
fan-trans,35,27,1076
fan-trans,3,7,1042
fan-trans,35,25,1060
fan-trans,7,7,1027
fan-trans,13,15,1052
fan-trans,9,23,1039
fan-trans,23,15,1072
fan-trans,15,21,1082
fan-trans,1,5,1027
fan-trans,9,9,1037
fan-trans,13,11,1029
fan-trans,33,23,1044
fan-trans,13,7,1056
fan-trans,29,7,1058
fan-trans,13,13,1056
fan-trans,23,17,1056
fan-trans,19,7,1039
fan-trans,27,9,1042
fan-trans,3,9,1058
fan-trans,25,27,1060
fan-trans,7,0,1050
fan-trans,3,0,1031
fan-trans,31,19,1039
fan-trans,21,11,1046
fan-trans,15,11,1052
fan-trans,27,23,1066
fan-trans,17,15,1056
fan-trans,31,19,1062
fan-trans,5,7,1039
fan-trans,27,23,1041
fan-trans,17,11,1078
fan-trans,11,7,1050
fan-trans,15,21,1046
fan-trans,3,7,1054
fan-trans,11,19,1033
fan-trans,15,17,1060
fan-trans,21,19,1041
fan-trans,21,15,1027
fan-trans,21,23,1050
fan-trans,11,9,1054
fan-trans,25,33,1068
fan-trans,5,19,1054
fan-trans,19,15,1058
fan-trans,11,29,1046
fan-trans,13,15,1037
fan-trans,0,3,1031
fan-trans,23,21,1054
fan-trans,3,25,1050
fan-trans,17,17,1062
fan-trans,23,21,1070
fan-trans,0,17,1033
fan-trans,9,15,1058
fan-trans,17,15,1052
fan-trans,19,25,1046
fan-trans,25,25,1060
fan-trans,1,1,1025
fan-trans,5,9,1044
fan-trans,7,21,1056
fan-trans,21,15,1041
fan-trans,13,3,1041
fan-trans,25,27,1046
fan-trans,7,11,1027
fan-trans,21,19,1062
fan-trans,17,21,1056
fan-trans,1,3,1050
fan-trans,25,11,1064
fan-trans,23,9,1052
fan-trans,1,19,1052
fan-trans,0,7,1011
fan-trans,33,17,1052
fan-trans,17,11,1048
fan-trans,17,23,1027
fan-trans,19,17,1052
fan-trans,19,15,1058
fan-trans,19,15,1039
fan-trans,33,21,1058
fan-trans,1,-1,1033
fan-trans,15,25,1062
fan-trans,27,19,1029
fan-trans,9,5,1039
fan-trans,21,9,1050
fan-trans,13,19,1052
fan-trans,13,15,1074
fan-trans,1,-1,1046
fan-trans,19,17,1050
fan-trans,23,21,1048
fan-trans,0,1,1042
fan-trans,13,25,1058
fan-trans,19,25,1035
fan-trans,11,13,1044
fan-trans,31,21,1050
fan-trans,15,21,1033
fan-trans,25,21,1048
fan-trans,23,25,1060
fan-trans,13,21,1058
fan-trans,27,27,1056
fan-trans,3,3,1041
fan-trans,19,25,1056
fan-trans,15,25,1054
fan-trans,3,17,1050
fan-trans,19,21,1039
fan-trans,7,15,1029
fan-trans,13,21,1056
fan-trans,15,25,1060
fan-trans,11,19,1042
fan-trans,42,23,1068
fan-trans,9,9,1042
fan-trans,1,23,1052
fan-trans,29,25,1054
fan-trans,19,19,1072
fan-trans,5,9,1017
fan-trans,15,25,1031
fan-trans,11,11,1042
fan-trans,25,23,1054
fan-trans,17,25,1033
fan-trans,19,5,1042
fan-trans,29,23,1056
fan-trans,13,23,1044
fan-trans,15,17,1044
fan-trans,19,19,1085
fan-trans,11,19,1039
fan-trans,11,17,1048
fan-trans,27,11,1050
fan-trans,9,13,1044
fan-trans,7,9,1031
fan-trans,21,7,1076
fan-trans,29,15,1064
fan-trans,29,31,1054
fan-trans,17,11,1023
fan-trans,11,17,1070
fan-trans,21,19,1054
fan-trans,17,17,1074
fan-trans,23,17,1068
fan-trans,25,21,1058
fan-trans,7,-1,1033
fan-trans,11,1,1046
fan-trans,5,15,1033
fan-trans,11,21,1070
fan-trans,23,13,1080
fan-trans,33,17,1054
fan-trans,11,17,1023
fan-trans,23,15,1062
fan-trans,9,11,1060
fan-trans,15,21,1052
fan-trans,19,13,1044
fan-trans,13,5,1033
fan-trans,13,29,1041
fan-trans,17,17,1019
fan-trans,9,15,1070
fan-trans,9,15,1056
fan-trans,21,25,1085
fan-trans,19,5,1042
fan-trans,23,31,1066
fan-trans,29,27,1050
fan-trans,29,23,1058
fan-trans,19,25,1074
fan-trans,23,35,1054
fan-trans,5,15,1046
fan-trans,9,13,1035
fan-trans,19,25,1031
fan-trans,23,23,1054
fan-trans,9,13,1044
fan-trans,15,23,1044
fan-trans,9,17,1029
fan-trans,15,3,1037
fan-trans,15,19,1052
fan-trans,9,21,1013
fan-trans,23,21,1082
fan-trans,11,1,1058
fan-trans,19,25,1070
fan-trans,29,23,1060
fan-trans,3,3,1035
fan-trans,3,13,1025
fan-trans,13,-1,1039
fan-trans,33,27,1060
fan-trans,3,17,1017
fan-trans,13,19,1062
fan-trans,17,11,1042
fan-trans,13,19,1033
fan-trans,21,11,1021
fan-trans,17,25,1064
fan-trans,9,15,1023
fan-trans,13,11,1054
fan-trans,17,23,1074
fan-trans,23,29,1078
fan-trans,9,1,1048
fan-trans,35,15,1044
fan-trans,9,3,1015
fan-trans,15,23,1060
fan-trans,3,5,1046
fan-trans,19,23,1064
fan-trans,41,21,1062
fan-trans,15,0,1048
fan-trans,17,25,1068
fan-trans,9,17,1058
fan-trans,15,19,1046
fan-trans,25,17,1031
fan-trans,27,23,1056
fan-trans,31,19,1058
fan-trans,3,11,1029
fan-trans,7,21,1039
fan-trans,13,5,1027
fan-trans,15,15,1052
fan-trans,7,21,1031
fan-trans,19,17,1062
fan-trans,5,7,1044
fan-trans,25,23,1078
fan-trans,21,15,1060
fan-trans,19,15,1054
fan-trans,31,39,1058
fan-trans,35,23,1072
fan-trans,19,23,1060
fan-trans,0,17,1025
fan-trans,13,17,1033
fan-trans,27,25,1039
fan-trans,21,25,1064
fan-trans,17,29,1056
fan-trans,3,19,1035
fan-trans,5,19,1031
fan-trans,11,11,1044
fan-trans,21,23,1048
fan-trans,1,19,1062
fan-trans,9,17,1072
fan-trans,44,25,1060
fan-trans,7,17,1044
fan-trans,25,27,1042
fan-trans,7,13,1035
fan-trans,3,15,1023
fan-trans,25,19,1062
fan-trans,27,21,1066
fan-trans,13,23,1035
fan-trans,15,21,1085
fan-trans,3,5,1041
fan-trans,19,13,1037
fan-trans,19,19,1058
fan-trans,13,15,1035
fan-trans,-1,3,1025
fan-trans,31,21,1074
fan-trans,21,5,1052
fan-trans,9,11,1041
fan-trans,11,19,1083
fan-trans,3,3,1037
fan-trans,13,23,1078
fan-trans,23,9,1048
fan-trans,15,19,1042
fan-trans,1,5,1029
fan-trans,21,21,1064
fan-trans,13,7,1056
fan-trans,9,17,1035
fan-trans,23,23,1087
fan-trans,7,0,1023
fan-trans,33,23,1074
fan-trans,13,-1,1042
fan-trans,19,23,1044
fan-trans,25,11,1044
fan-trans,19,23,1062
fan-trans,31,27,1068
fan-trans,3,7,1029
fan-trans,17,17,1068
fan-trans,11,13,1035
fan-trans,37,31,1072
fan-trans,1,-7,1031
fan-trans,21,25,1052
fan-trans,13,5,1044
fan-trans,31,25,1070
fan-trans,33,25,1066
fan-trans,7,13,1054
fan-trans,41,33,1044
fan-trans,17,25,1050
fan-trans,23,17,1054
fan-trans,11,23,1050
fan-trans,23,31,1052
fan-trans,11,-1,1025
fan-trans,9,23,1072
fan-trans,3,7,1017
fan-trans,11,23,1048
fan-trans,11,13,1027
fan-trans,15,11,1056
fan-trans,41,33,1060
fan-trans,5,7,1037
fan-trans,3,9,1017
fan-trans,33,29,1064
fan-trans,13,-1,1052
fan-trans,13,19,1023
fan-trans,19,35,1080
fan-trans,9,3,1007
fan-trans,33,33,1085
fan-trans,0,-15,1009
fan-trans,33,35,1056
fan-trans,19,11,1042
fan-trans,31,23,1078
fan-trans,33,27,1083
fan-trans,17,21,1025
fan-trans,0,-5,1033
fan-trans,35,21,1060
fan-trans,25,29,1060
fan-trans,31,23,1064
fan-trans,17,13,1042
fan-trans,23,23,1027
fan-trans,27,15,1060
fan-trans,17,-1,1007
fan-trans,27,27,1089
fan-trans,1,-7,1003
fan-trans,1,-17,1039
fan-trans,41,27,1066
fan-trans,-1,-13,1046
fan-trans,31,23,1076
fan-trans,5,-19,1023
fan-trans,7,7,1052
fan-trans,27,13,1027
fan-trans,3,-7,1042
fan-trans,42,29,1058
fan-trans,9,-13,1003
fan-trans,60,37,1089
fan-trans,9,-7,994
fan-trans,46,41,1044
fan-trans,13,-1,1023
fan-trans,39,31,1015
fan-trans,11,13,1095
fan-trans,23,13,1070
fan-trans,5,-9,1060
fan-trans,46,31,1089
fan-trans,-3,0,1031
fan-trans,44,44,1117
fan-trans,5,-31,1027
fan-trans,52,54,1123
fan-trans,46,50,1019
fan-trans,9,-7,1027
fan-trans,48,37,1041
fan-trans,19,-1,1019
fan-trans,33,39,1060
fan-trans,25,13,1037
fan-trans,31,23,1035
fan-trans,23,15,1062
fan-trans,9,-1,996
fan-trans,39,50,1089
fan-trans,-5,-11,1027
fan-trans,0,-27,988
fan-trans,64,46,1097
fan-trans,-1,-9,1001
fan-trans,54,64,1115
fan-trans,0,-19,1001
fan-trans,64,60,1117
fan-trans,-1,-15,1001
fan-trans,68,70,1083
fan-trans,1,-15,1023
fan-trans,60,48,1060
fan-trans,5,-9,1037
fan-trans,52,50,1062
fan-trans,5,-1,1013
fan-trans,15,-11,1041
fan-trans,17,7,1023
fan-trans,23,9,1078
fan-trans,15,5,1013
fan-trans,33,13,1062
fan-trans,21,-7,1042
fan-trans,7,13,1035
fan-trans,23,3,1023
fan-trans,39,15,1060
fan-trans,15,-7,976
fan-trans,31,27,1089
fan-trans,35,37,1093
fan-trans,-3,-17,1046
fan-trans,37,33,1072
fan-trans,1,-11,1029
fan-trans,33,37,1109
