Class,bma280_x[mg],bma280_y[mg],bma280_z[mg]
fan-balance,140,7,779
fan-balance,80,103,607
fan-balance,1,132,1015
fan-balance,-148,-11,992
fan-balance,-62,-95,1066
fan-balance,119,11,1029
fan-balance,9,-64,294
fan-balance,191,-39,1359
fan-balance,13,21,742
fan-balance,-13,111,1013
fan-balance,-76,-1,892
fan-balance,-3,-117,968
fan-balance,128,1,1015
fan-balance,126,62,210
fan-balance,121,158,697
fan-balance,-1,58,1193
fan-balance,-125,21,1232
fan-balance,-64,-60,789
fan-balance,31,-207,1433
fan-balance,197,35,875
fan-balance,263,-11,1041
fan-balance,134,162,937
fan-balance,3,58,1292
fan-balance,-140,37,1292
fan-balance,-95,-31,908
fan-balance,-1,-35,1179
fan-balance,191,83,812
fan-balance,224,82,552
fan-balance,101,140,544
fan-balance,-119,-7,1220
fan-balance,-220,95,1244
fan-balance,-50,9,833
fan-balance,9,54,1033
fan-balance,97,44,996
fan-balance,246,-511,1818
fan-balance,175,66,1312
fan-balance,-91,33,1392
fan-balance,-158,-13,1015
fan-balance,-76,-15,1097
fan-balance,-35,-179,1296
fan-balance,125,41,968
fan-balance,167,-162,839
fan-balance,181,82,1160
fan-balance,-48,27,982
fan-balance,-3,144,816
fan-balance,-21,-9,648
fan-balance,21,29,1410
fan-balance,121,48,886
fan-balance,123,-68,595
fan-balance,107,107,701
fan-balance,-175,-46,1470
fan-balance,-195,23,1177
fan-balance,-7,-41,654
fan-balance,13,-189,1390
fan-balance,150,48,871
fan-balance,265,50,833
fan-balance,126,128,398
fan-balance,-95,-9,1230
fan-balance,-142,7,1007
fan-balance,-29,-82,923
fan-balance,76,-46,1070
fan-balance,462,-498,2353
fan-balance,128,-97,1179
fan-balance,41,37,611
fan-balance,-7,95,970
fan-balance,-160,17,1072
fan-balance,-74,-64,806
fan-balance,11,-222,1597
fan-balance,332,-384,2109
fan-balance,109,-128,1027
fan-balance,66,76,548
fan-balance,-11,87,955
fan-balance,-136,21,1017
fan-balance,-41,-54,816
fan-balance,-11,-138,1294
fan-balance,408,-644,2357
fan-balance,257,99,1451
fan-balance,126,179,425
fan-balance,-15,89,960
fan-balance,-85,9,865
fan-balance,-23,-17,1019
fan-balance,62,21,1021
fan-balance,111,-19,1123
fan-balance,134,41,605
fan-balance,74,146,550
fan-balance,-9,115,1017
fan-balance,-226,-23,1138
fan-balance,-125,-105,1089
fan-balance,-9,-62,1166
fan-balance,134,54,945
fan-balance,255,126,632
fan-balance,117,173,621
fan-balance,-85,35,1242
fan-balance,-298,-60,1326
fan-balance,-119,-136,1078
fan-balance,3,-52,1113
fan-balance,160,-144,1541
fan-balance,123,27,953
fan-balance,-146,-3,1541
fan-balance,-113,13,1062
fan-balance,-68,-3,792
fan-balance,13,-99,1437
fan-balance,27,-46,1050
fan-balance,412,-494,2158
fan-balance,214,72,1361
fan-balance,-19,29,1017
fan-balance,13,93,939
fan-balance,-35,3,767
fan-balance,62,-158,1332
fan-balance,171,44,855
fan-balance,203,83,480
fan-balance,95,138,558
fan-balance,-5,37,1125
fan-balance,-7,70,1068
fan-balance,-46,5,812
fan-balance,29,-142,1218
fan-balance,152,54,824
fan-balance,144,35,388
fan-balance,95,140,718
fan-balance,-33,66,1066
fan-balance,-189,-1,1117
fan-balance,-72,-64,851
fan-balance,70,-142,1458
fan-balance,107,39,929
fan-balance,201,-310,1199
fan-balance,146,80,1138
fan-balance,-85,29,1429
fan-balance,-72,54,1113
fan-balance,-1,13,642
fan-balance,37,31,1251
fan-balance,138,93,789
fan-balance,220,-203,984
fan-balance,125,87,943
fan-balance,-132,3,1550
fan-balance,-119,35,1212
fan-balance,-52,15,775
fan-balance,-39,-37,1263
fan-balance,83,44,949
fan-balance,302,-302,1804
fan-balance,78,101,744
fan-balance,-125,15,1433
fan-balance,-162,-27,1017
fan-balance,21,23,482
fan-balance,50,-78,1326
fan-balance,89,23,962
fan-balance,146,-85,669
fan-balance,72,101,734
fan-balance,-83,21,1248
fan-balance,-5,46,902
fan-balance,25,23,507
fan-balance,58,-162,1400
fan-balance,95,11,974
fan-balance,228,113,615
fan-balance,95,126,472
fan-balance,-109,-3,1326
fan-balance,-220,-56,1304
fan-balance,-48,-39,861
fan-balance,19,-171,1134
fan-balance,126,25,949
fan-balance,121,-42,1070
fan-balance,-83,25,1478
fan-balance,29,113,912
fan-balance,-109,11,953
fan-balance,-74,-52,871
fan-balance,15,-191,1285
fan-balance,244,-308,1900
fan-balance,111,-74,996
fan-balance,48,68,615
fan-balance,3,107,935
fan-balance,-121,9,998
fan-balance,-72,-48,853
fan-balance,-7,-189,1433
fan-balance,146,-7,1091
fan-balance,152,27,685
fan-balance,101,167,490
fan-balance,-7,99,1041
fan-balance,-212,-13,1164
fan-balance,-123,-117,1025
fan-balance,-9,-138,1208
fan-balance,146,-181,1611
fan-balance,126,72,1125
fan-balance,7,54,699
fan-balance,13,117,904
fan-balance,-287,-29,1365
fan-balance,-101,-82,998
fan-balance,-23,-171,1195
fan-balance,111,19,1048
fan-balance,171,66,642
fan-balance,60,121,619
fan-balance,-25,78,1082
fan-balance,-224,-56,1140
fan-balance,-154,-162,1320
fan-balance,29,-17,998
fan-balance,105,23,1019
fan-balance,208,91,683
fan-balance,76,117,609
fan-balance,-39,54,1130
fan-balance,-236,-50,1230
fan-balance,-117,-142,1310
fan-balance,44,5,923
fan-balance,121,-97,638
fan-balance,107,105,736
fan-balance,-117,7,1527
fan-balance,-138,-27,1281
fan-balance,-216,-44,1191
fan-balance,-91,-132,1230
fan-balance,52,-74,912
fan-balance,375,-539,2080
fan-balance,167,64,1388
fan-balance,-42,17,1214
fan-balance,11,83,955
fan-balance,-9,19,666
fan-balance,50,-181,1408
fan-balance,134,42,847
fan-balance,167,56,468
fan-balance,91,144,625
fan-balance,-31,25,1160
fan-balance,7,89,982
fan-balance,-15,23,712
fan-balance,25,-123,1294
fan-balance,138,21,988
fan-balance,197,83,1324
fan-balance,107,162,400
fan-balance,-54,68,1136
fan-balance,-91,46,1222
fan-balance,-7,9,607
fan-balance,62,-121,1363
fan-balance,158,72,851
fan-balance,298,-500,1894
fan-balance,166,87,1312
fan-balance,-87,27,1414
fan-balance,-48,58,1001
fan-balance,19,21,537
fan-balance,70,-7,1294
fan-balance,132,74,869
fan-balance,193,-156,888
fan-balance,119,99,894
fan-balance,-156,-3,1583
fan-balance,-154,-11,1263
fan-balance,17,27,619
fan-balance,23,-76,1328
fan-balance,101,21,994
fan-balance,236,119,673
fan-balance,99,134,539
fan-balance,-121,19,1578
fan-balance,-105,-25,1158
fan-balance,13,11,558
fan-balance,46,-126,1244
fan-balance,99,15,1033
fan-balance,208,64,789
fan-balance,95,130,441
fan-balance,-115,3,1558
fan-balance,-125,-37,1177
fan-balance,1,7,611
fan-balance,50,-169,1337
fan-balance,119,0,1031
fan-balance,175,27,832
fan-balance,89,132,394
fan-balance,-41,66,1076
fan-balance,-218,-29,1197
fan-balance,-85,-89,1007
fan-balance,132,50,861
fan-balance,404,-509,2250
fan-balance,210,52,1357
fan-balance,-7,25,886
fan-balance,-54,74,1123
fan-balance,-230,-37,1222
fan-balance,-78,-83,947
fan-balance,-7,-156,1234
fan-balance,191,-279,1833
fan-balance,130,-11,1056
fan-balance,29,44,669
fan-balance,21,130,919
fan-balance,-101,13,929
fan-balance,-76,-66,888
fan-balance,-13,-185,1312
fan-balance,109,1,1068
fan-balance,132,44,660
fan-balance,74,142,515
fan-balance,-5,123,1025
fan-balance,-218,-29,1171
fan-balance,52,11,1271
fan-balance,115,46,964
fan-balance,220,-220,1068
fan-balance,130,87,964
fan-balance,111,144,501
fan-balance,-48,72,1191
fan-balance,-292,-64,1322
fan-balance,-128,-119,1138
fan-balance,9,-89,1064
fan-balance,156,-126,1523
fan-balance,99,-11,914
fan-balance,0,50,806
fan-balance,44,152,849
fan-balance,-37,7,771
fan-balance,-50,-134,1320
fan-balance,99,29,921
fan-balance,214,-230,1763
fan-balance,103,-35,1021
fan-balance,-3,35,830
fan-balance,41,126,869
fan-balance,-60,7,832
fan-balance,66,-148,1357
fan-balance,125,31,939
fan-balance,253,97,789
fan-balance,109,121,384
fan-balance,-97,21,1525
fan-balance,-44,-17,1166
fan-balance,7,17,578
fan-balance,-58,-138,1234
fan-balance,89,33,910
fan-balance,220,-337,1367
fan-balance,160,82,1167
fan-balance,-85,27,1501
fan-balance,-11,11,1085
fan-balance,15,23,570
fan-balance,87,-132,1349
fan-balance,140,54,865
fan-balance,169,76,517
fan-balance,87,128,597
fan-balance,-62,27,1312
fan-balance,19,80,972
fan-balance,39,25,587
fan-balance,0,-130,1265
fan-balance,105,25,1000
fan-balance,173,-154,826
fan-balance,119,101,863
fan-balance,-119,21,1585
fan-balance,-121,-54,1236
fan-balance,3,7,591
fan-balance,37,-80,1255
fan-balance,105,41,953
fan-balance,316,-398,1769
fan-balance,132,89,1203
fan-balance,-123,27,1519
fan-balance,-33,-27,1066
fan-balance,21,27,498
fan-balance,68,-70,1296
fan-balance,87,21,1001
fan-balance,150,-78,644
fan-balance,74,93,728
fan-balance,-126,11,1439
fan-balance,-173,-138,1412
fan-balance,-121,-205,1396
fan-balance,23,-33,988
fan-balance,95,23,1058
fan-balance,167,-121,712
fan-balance,97,109,796
fan-balance,-121,3,1480
fan-balance,-128,-142,1396
fan-balance,-17,0,744
fan-balance,42,-68,998
fan-balance,83,11,1070
fan-balance,183,68,789
fan-balance,54,109,599
fan-balance,-113,9,1484
fan-balance,-117,-146,1365
fan-balance,-11,-1,699
fan-balance,54,-91,1052
fan-balance,83,7,1076
fan-balance,189,72,781
fan-balance,70,126,537
fan-balance,-21,68,1068
fan-balance,13,31,617
fan-balance,-119,-148,1281
fan-balance,93,25,935
fan-balance,95,19,1042
fan-balance,226,117,726
fan-balance,97,125,507
fan-balance,-35,60,1144
fan-balance,-253,-93,1314
fan-balance,-113,-140,1199
fan-balance,39,-13,970
fan-balance,119,19,1128
fan-balance,103,54,724
fan-balance,15,85,796
fan-balance,9,87,929
fan-balance,-95,-21,869
fan-balance,-64,-89,1058
fan-balance,27,-35,964
fan-balance,97,29,1011
fan-balance,224,130,646
fan-balance,21,80,763
fan-balance,-48,31,1117
fan-balance,15,23,585
fan-balance,33,-72,1357
fan-balance,72,33,902
fan-balance,130,78,1017
fan-balance,181,132,617
fan-balance,-78,27,1044
fan-balance,-19,39,1246
fan-balance,-54,-164,1197
fan-balance,-54,-167,1248
fan-balance,109,37,822
fan-balance,99,82,1013
fan-balance,99,87,820
fan-balance,-132,-25,1214
fan-balance,-19,-46,1078
fan-balance,25,-121,906
fan-balance,21,-248,1455
fan-balance,46,-1,998
fan-balance,93,80,992
fan-balance,95,95,824
fan-balance,-68,29,1244
fan-balance,-17,-169,1312
fan-balance,7,-68,875
fan-balance,60,-130,1097
fan-balance,52,15,921
fan-balance,115,105,968
fan-balance,78,68,726
fan-balance,-78,27,1259
fan-balance,-17,-144,1277
fan-balance,41,-89,902
fan-balance,25,-226,1505
fan-balance,99,-1,890
fan-balance,115,99,945
fan-balance,72,76,716
fan-balance,-60,31,1261
fan-balance,-21,-80,1257
fan-balance,7,-21,759
fan-balance,46,-167,1267
fan-balance,48,-1,1025
fan-balance,103,82,943
fan-balance,48,62,810
fan-balance,-37,60,1228
fan-balance,-17,-187,1363
fan-balance,33,-58,851
fan-balance,3,-191,1310
fan-balance,60,-17,1044
fan-balance,91,97,929
fan-balance,29,52,730
fan-balance,-29,52,1210
fan-balance,-201,13,1234
fan-balance,-17,-72,982
fan-balance,62,-54,943
fan-balance,267,-289,1873
fan-balance,181,56,798
fan-balance,80,107,396
fan-balance,-23,74,1130
fan-balance,-230,-44,1318
fan-balance,-58,-58,937
fan-balance,0,-111,1166
fan-balance,85,9,1017
fan-balance,169,78,708
fan-balance,52,76,580
fan-balance,37,87,900
fan-balance,15,21,628
fan-balance,-115,-173,1318
fan-balance,68,-50,1042
fan-balance,74,19,1029
fan-balance,148,-35,666
fan-balance,21,42,810
fan-balance,-62,35,1328
fan-balance,-126,-166,1351
fan-balance,-62,-119,1183
fan-balance,89,29,828
fan-balance,117,52,1017
fan-balance,183,115,644
fan-balance,-15,35,890
fan-balance,-64,35,1394
fan-balance,-56,-177,1298
fan-balance,-19,-54,970
fan-balance,93,42,843
fan-balance,85,41,1037
fan-balance,187,15,1119
fan-balance,-101,3,1210
fan-balance,-29,-121,1246
fan-balance,15,-78,896
fan-balance,-5,-173,1328
fan-balance,74,37,916
fan-balance,95,95,984
fan-balance,93,91,892
fan-balance,-13,25,1015
fan-balance,-5,87,1154
fan-balance,-50,-76,1005
fan-balance,-1,-238,1472
fan-balance,93,44,851
fan-balance,138,95,994
fan-balance,148,82,677
fan-balance,-93,19,1142
fan-balance,-29,-64,1158
fan-balance,-5,-39,833
fan-balance,-48,-158,1197
fan-balance,97,35,865
fan-balance,101,78,1035
fan-balance,52,72,779
fan-balance,-66,35,1263
fan-balance,-13,-160,1330
fan-balance,44,-93,976
fan-balance,19,-230,1441
fan-balance,74,-19,982
fan-balance,99,91,931
fan-balance,48,54,710
fan-balance,-48,44,1259
fan-balance,0,70,1123
fan-balance,-23,-13,730
fan-balance,31,-246,1535
fan-balance,62,1,986
fan-balance,298,-285,1525
fan-balance,91,85,1052
fan-balance,-93,21,1464
fan-balance,-54,-103,1207
fan-balance,19,19,544
fan-balance,44,-89,1177
fan-balance,64,5,1039
fan-balance,179,91,613
fan-balance,33,56,585
fan-balance,-60,48,1310
fan-balance,-177,-177,1410
fan-balance,27,31,482
fan-balance,44,-109,1230
fan-balance,68,15,1005
fan-balance,232,-244,1222
fan-balance,64,56,1041
fan-balance,-66,39,1484
fan-balance,-66,-181,1380
fan-balance,-23,-15,824
fan-balance,33,-152,1314
fan-balance,31,1,1015
fan-balance,125,64,1011
fan-balance,58,46,746
fan-balance,-21,62,1152
fan-balance,0,-134,1261
fan-balance,-1,-35,863
fan-balance,29,-52,1044
fan-balance,91,74,1041
fan-balance,68,74,781
fan-balance,-1,35,937
fan-balance,-5,76,1160
fan-balance,-23,-167,1339
fan-balance,37,-82,972
fan-balance,29,-132,976
fan-balance,41,21,1052
fan-balance,89,78,943
fan-balance,9,29,884
fan-balance,-9,91,1173
fan-balance,-148,-66,1083
fan-balance,0,-205,1373
fan-balance,105,52,830
fan-balance,208,-85,1478
fan-balance,189,70,751
fan-balance,60,91,597
fan-balance,-17,83,1083
fan-balance,-244,-78,1242
fan-balance,-115,-154,1226
fan-balance,31,-29,1007
fan-balance,236,-330,1361
fan-balance,82,-9,943
fan-balance,-17,31,882
fan-balance,72,115,861
fan-balance,-23,9,724
fan-balance,11,-150,1384
fan-balance,35,-33,982
fan-balance,119,25,1083
fan-balance,109,52,666
fan-balance,7,82,769
fan-balance,42,111,919
fan-balance,-113,-42,921
fan-balance,-74,-175,1417
fan-balance,82,17,943
fan-balance,212,-91,1529
fan-balance,83,44,1019
fan-balance,-62,23,1162
fan-balance,-9,72,1048
fan-balance,-191,-93,1089
fan-balance,-130,-191,1394
fan-balance,68,13,994
fan-balance,300,-230,1591
fan-balance,76,87,1134
fan-balance,-72,35,1404
fan-balance,17,15,962
fan-balance,-23,-7,707
fan-balance,15,-72,1445
fan-balance,54,13,986
fan-balance,128,72,1017
fan-balance,201,-25,789
fan-balance,-105,-3,1181
fan-balance,-17,-44,1148
fan-balance,-1,-109,960
fan-balance,5,-150,1376
fan-balance,85,31,884
fan-balance,123,107,986
fan-balance,66,68,761
fan-balance,-66,41,1279
fan-balance,-19,-134,1220
fan-balance,39,-103,906
fan-balance,21,-191,1123
fan-balance,27,5,1050
fan-balance,97,97,966
fan-balance,58,72,722
fan-balance,-60,44,1269
fan-balance,-68,-93,1148
fan-balance,-1,-21,673
fan-balance,50,-123,1251
fan-balance,66,-21,1093
fan-balance,193,64,787
fan-balance,78,105,490
fan-balance,-27,82,1132
fan-balance,-74,-54,1265
fan-balance,13,7,560
fan-balance,56,-82,1220
fan-balance,119,54,873
fan-balance,130,-41,638
fan-balance,56,72,769
fan-balance,-99,29,1503
fan-balance,-103,-195,1412
fan-balance,-23,-25,794
fan-balance,64,3,964
fan-balance,97,25,1001
fan-balance,166,103,642
fan-balance,46,42,970
fan-balance,-46,35,1218
fan-balance,-3,-101,1177
fan-balance,3,11,681
fan-balance,42,-41,1105
fan-balance,50,7,1041
fan-balance,99,78,951
fan-balance,44,37,947
fan-balance,-9,56,1240
fan-balance,-7,-195,1316
fan-balance,52,-162,1343
fan-balance,37,-148,1087
fan-balance,46,21,1103
fan-balance,89,80,964
fan-balance,11,44,828
fan-balance,-23,60,1156
fan-balance,-134,0,1039
fan-balance,50,-210,1511
fan-balance,121,42,855
fan-balance,291,-501,1923
fan-balance,154,41,1384
fan-balance,-44,1,1314
fan-balance,17,105,964
fan-balance,-166,-68,1185
fan-balance,-74,-82,1060
fan-balance,17,-76,1125
fan-balance,80,13,1039
fan-balance,203,136,585
fan-balance,17,66,771
fan-balance,-23,41,1146
fan-balance,-105,-132,1185
fan-balance,-99,-195,1349
fan-balance,70,25,896
fan-balance,109,76,1015
fan-balance,156,27,1132
fan-balance,-21,25,1109
fan-balance,50,87,1107
fan-balance,19,-97,949
fan-balance,-13,-208,1273
fan-balance,95,-19,869
fan-balance,93,72,1013
fan-balance,68,74,775
fan-balance,-35,23,1160
fan-balance,-1,66,1152
fan-balance,-9,-50,824
fan-balance,-5,-175,1291
fan-balance,113,41,820
fan-balance,93,54,1021
fan-balance,144,46,964
fan-balance,-97,-7,1212
fan-balance,-7,21,1107
fan-balance,19,-111,964
fan-balance,-1,-210,1376
fan-balance,78,11,941
fan-balance,93,91,988
fan-balance,58,50,697
fan-balance,-44,42,1250
fan-balance,-7,109,1115
fan-balance,-15,-27,705
fan-balance,42,-242,1539
fan-balance,115,29,884
fan-balance,144,37,566
fan-balance,89,97,630
fan-balance,-80,17,1439
fan-balance,-70,11,1400
fan-balance,3,15,605
fan-balance,13,-33,1150
fan-balance,119,54,863
fan-balance,324,-246,1630
fan-balance,89,39,664
fan-balance,-7,62,976
fan-balance,13,3,990
fan-balance,-13,-9,740
fan-balance,27,-171,1363
fan-balance,54,17,1001
fan-balance,105,72,970
fan-balance,144,19,888
fan-balance,-80,27,1310
fan-balance,-5,-171,1242
fan-balance,25,-185,1394
fan-balance,27,-93,945
fan-balance,56,3,1005
fan-balance,91,85,1000
fan-balance,42,39,677
fan-balance,-13,56,1253
fan-balance,-134,21,1171
fan-balance,-9,-46,792
fan-balance,35,-132,1109
fan-balance,72,-27,1132
fan-balance,126,19,820
fan-balance,54,82,582
fan-balance,21,103,994
fan-balance,-76,-48,1414
fan-balance,-7,7,671
fan-balance,46,-83,1123
fan-balance,107,52,908
fan-balance,257,-267,1363
fan-balance,56,46,1167
fan-balance,-13,42,1148
fan-balance,-74,-125,1156
fan-balance,-138,-199,1337
fan-balance,54,21,917
fan-balance,66,29,1035
fan-balance,99,66,976
fan-balance,113,25,962
fan-balance,-56,29,1359
fan-balance,-15,-175,1343
fan-balance,39,-107,1074
fan-balance,48,-52,855
fan-balance,80,-17,1001
fan-balance,76,76,951
fan-balance,1,25,939
fan-balance,-68,80,1074
fan-balance,-78,15,955
fan-balance,19,-181,1371
fan-balance,33,-113,1050
fan-balance,433,-560,2353
fan-balance,197,56,1451
fan-balance,-7,-9,787
fan-balance,-33,35,1367
fan-balance,-5,1,630
fan-balance,13,-31,1173
fan-balance,41,-50,1085
fan-balance,64,17,1054
fan-balance,167,99,558
fan-balance,-9,35,906
fan-balance,-42,42,1382
fan-balance,-15,-164,1261
fan-balance,-25,-39,921
fan-balance,83,-33,892
fan-balance,70,29,1031
fan-balance,82,70,867
fan-balance,-7,25,1048
fan-balance,-13,48,1167
fan-balance,7,-140,1103
fan-balance,25,-238,1511
fan-balance,56,-41,781
fan-balance,101,93,939
fan-balance,72,66,933
fan-balance,-13,41,1222
fan-balance,-7,46,1265
fan-balance,-5,9,689
fan-balance,37,-201,1392
fan-balance,99,19,832
fan-balance,107,76,1035
fan-balance,146,72,648
fan-balance,-52,25,1097
fan-balance,-9,-17,1175
fan-balance,1,-74,972
fan-balance,-42,-169,1271
fan-balance,64,-44,884
fan-balance,82,50,1037
fan-balance,70,70,785
fan-balance,-17,23,1125
fan-balance,-9,46,1205
fan-balance,21,-87,994
fan-balance,7,-201,1445
fan-balance,44,-44,937
fan-balance,93,72,925
fan-balance,9,23,835
fan-balance,-33,64,1128
fan-balance,-144,105,1185
fan-balance,-25,-19,791
fan-balance,52,-208,1521
fan-balance,105,7,880
fan-balance,125,-64,587
fan-balance,97,83,814
fan-balance,-68,23,1541
fan-balance,-29,35,1431
fan-balance,1,17,560
fan-balance,56,-62,1080
fan-balance,97,46,925
fan-balance,119,54,1042
fan-balance,138,62,572
fan-balance,-46,29,1105
fan-balance,-17,-76,1220
fan-balance,17,-68,974
fan-balance,-13,-158,1216
fan-balance,64,-31,908
fan-balance,78,82,994
fan-balance,-1,23,988
fan-balance,0,56,1189
fan-balance,0,-150,1195
fan-balance,37,-56,1027
fan-balance,0,-177,1322
fan-balance,68,-52,996
fan-balance,93,85,996
fan-balance,37,52,712
fan-balance,-15,58,1255
fan-balance,-11,-89,1302
fan-balance,5,7,845
fan-balance,54,-117,1074
fan-balance,60,-23,1033
fan-balance,97,64,943
fan-balance,41,27,957
fan-balance,-15,54,1199
fan-balance,-9,-128,1267
fan-balance,46,-68,916
fan-balance,54,-85,1109
fan-balance,68,-52,1066
fan-balance,66,66,873
fan-balance,-21,23,1085
fan-balance,-25,62,1107
fan-balance,-7,1,705
fan-balance,-37,-125,1156
fan-balance,85,-17,875
fan-balance,351,-369,2015
fan-balance,152,37,804
fan-balance,54,66,460
fan-balance,0,125,1142
fan-balance,-244,103,1228
fan-balance,-85,-95,1197
fan-balance,21,-93,984
fan-balance,87,27,1046
fan-balance,150,64,757
fan-balance,33,48,695
fan-balance,13,74,1019
fan-balance,-136,42,1021
fan-balance,-164,-199,1376
fan-balance,66,-54,916
fan-balance,230,-95,1505
fan-balance,48,35,1015
fan-balance,-5,56,976
fan-balance,0,23,1039
fan-balance,-25,-164,1300
fan-balance,-60,-83,1125
fan-balance,74,-25,837
fan-balance,82,46,1013
fan-balance,83,72,814
fan-balance,-27,29,1171
fan-balance,-1,-5,1105
fan-balance,0,-162,1261
fan-balance,48,-158,1382
fan-balance,56,-17,738
fan-balance,113,-5,943
fan-balance,76,91,871
fan-balance,-19,23,1126
fan-balance,-17,41,1171
fan-balance,3,9,826
fan-balance,-15,-228,1402
fan-balance,58,-60,863
fan-balance,150,33,1107
fan-balance,150,101,646
fan-balance,-58,31,1134
fan-balance,-3,23,1201
fan-balance,3,-130,1078
fan-balance,-58,-154,1218
fan-balance,74,-17,908
fan-balance,93,83,1042
fan-balance,68,66,757
fan-balance,-33,41,1214
fan-balance,-7,0,1181
fan-balance,25,-62,900
fan-balance,1,-195,1269
fan-balance,87,-21,847
fan-balance,87,87,982
fan-balance,64,80,789
fan-balance,-37,31,1203
fan-balance,-5,39,1160
fan-balance,1,-21,818
fan-balance,-5,-230,1363
fan-balance,39,21,1056
fan-balance,95,78,953
fan-balance,83,66,808
fan-balance,-82,31,1292
fan-balance,-7,-33,1060
fan-balance,23,-101,972
fan-balance,35,-208,1474
fan-balance,42,-58,937
fan-balance,105,111,960
fan-balance,44,58,714
fan-balance,-23,44,1253
fan-balance,9,111,955
fan-balance,31,-27,787
fan-balance,37,-132,1162
fan-balance,35,-173,1103
fan-balance,212,60,708
fan-balance,99,66,1060
fan-balance,-60,37,1468
fan-balance,-48,-19,1185
fan-balance,21,15,509
fan-balance,11,-78,1000
fan-balance,222,-119,1648
fan-balance,177,76,638
fan-balance,33,76,753
fan-balance,-21,54,1138
fan-balance,-48,-156,1345
fan-balance,-15,-11,802
fan-balance,62,-138,1246
fan-balance,64,13,1007
fan-balance,130,52,1101
fan-balance,56,44,753
fan-balance,0,85,1107
fan-balance,3,-111,1203
fan-balance,-1,-23,878
fan-balance,46,-78,1046
fan-balance,50,23,1003
fan-balance,82,74,902
fan-balance,3,31,953
fan-balance,-5,74,1210
fan-balance,-9,-132,1271
fan-balance,42,-72,988
fan-balance,58,1,740
fan-balance,101,0,939
fan-balance,70,82,855
fan-balance,11,33,861
fan-balance,-11,56,1160
fan-balance,-11,31,1058
fan-balance,1,-121,1244
fan-balance,46,-41,814
fan-balance,125,0,1041
fan-balance,181,70,669
fan-balance,27,48,1062
fan-balance,-48,44,1376
fan-balance,-60,-156,1275
fan-balance,-23,-33,923
fan-balance,68,-1,878
fan-balance,66,27,1050
fan-balance,226,-117,1146
fan-balance,-37,27,1232
fan-balance,-5,35,1244
fan-balance,1,-119,1099
fan-balance,-13,-181,1246
fan-balance,85,-15,863
fan-balance,101,74,1033
fan-balance,60,62,771
fan-balance,-3,35,994
fan-balance,-5,66,1189
fan-balance,1,-148,1173
fan-balance,44,-177,1464
fan-balance,52,-17,738
fan-balance,93,9,919
fan-balance,68,78,806
fan-balance,-33,27,1167
fan-balance,0,62,1197
fan-balance,-3,-136,1222
fan-balance,3,-105,1283
fan-balance,56,-35,833
fan-balance,83,46,955
fan-balance,78,74,833
fan-balance,-27,25,1134
fan-balance,0,68,1150
fan-balance,21,-66,984
fan-balance,54,-29,734
fan-balance,60,-82,1070
fan-balance,76,80,953
fan-balance,52,62,705
fan-balance,-19,23,1125
fan-balance,-11,64,1158
fan-balance,1,-66,957
fan-balance,-31,-208,1382
